   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	26108	7634	5159	2658	1380	1829	804	1442	2246	20906	80.0751
Boalmari	11360	3426	1378	1283	1258	347	347	766	1113	8805	77.5088
Char Bhadrashion	2669	515	295	315	249	419	65	286	351	2144	80.3297
Nagarkanda	3360	878	515	651	190	293	166	110	276	2803	83.4226
Sadarpur	3047	935	324	287	152	216	24	213	237	2151	70.5940
Alphadanga	9339	3409	1008	1317	931	162	261	517	778	7605	81.4327
Modhukhali	6878	2716	539	1356	185	250	118	511	629	5675	82.5095
Saltha	5934	1809	812	933	391	301	201	226	427	4673	78.7496

 
