   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24289	7305	3848	2928	1428	1084	702	1285	1987	18580	76.4955
Barura	11883	4156	836	2663	548	479	232	517	749	9431	79.3655
Laksham	8510	3695	604	1360	118	116	82	619	701	6594	77.4853
Burichong	12638	4960	1555	1882	619	592	311	495	806	10414	82.4023
Muradnagar	8291	2355	826	1550	699	128	111	453	564	6122	73.8391
Daudkandi	7651	2324	724	1815	521	232	67	537	604	6220	81.2966
Chandina	15769	5761	1716	3395	637	279	296	708	1004	12792	81.1212
Nangolkot	9605	2760	799	2155	496	258	27	942	969	7437	77.4284
Titash	4675	1473	1080	1074	150	53	22	145	167	3997	85.4973
Comilla Sadar South	2571	1062	236	539	101	21	18	76	94	2053	79.8522
Monohargonj	1591	752	103	185	32	5	7	134	141	1218	76.5556

 
