   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19426	5322	1447	5184	369	796	164	2732	2896	16014	82.4359
Mohanpur	12788	5187	454	2868	173	296	202	1138	1340	10318	80.6850
Puthiya	5801	2243	608	573	80	261	33	991	1024	4789	82.5547
Bagmara	14812	2712	2985	4577	698	390	361	1180	1541	12903	87.1118
Charghat	2530	947	296	475	46	73	22	225	247	2084	82.3715
Boalia	71985	30069	24288	8304	211	274	253	1348	1601	64747	89.9451
Tanore	6220	2473	779	437	42	490	143	726	869	5090	81.8328
Godagari	19551	5545	2503	3562	295	442	457	3640	4097	16444	84.1082

 
