   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	7857	1554	1964	488	172	319	586	905	12940	72.3026
Bhariab Bazar	22833	11982	2339	1716	403	105	170	462	632	17177	75.2288
Austagram	10628	6076	446	984	360	0	0	140	140	8006	75.3293
Kishoreganj Sadar	1700	807	370	155	33	4	7	19	26	1395	82.0588
Hossainpur	11565	4005	884	1998	596	237	114	591	705	8425	72.8491
Nikli	9389	3978	925	1045	1044	21	23	333	356	7369	78.4855
Pakundia	11442	3676	1004	1862	573	135	134	240	374	7624	66.6317
Itna	12458	6635	1314	1003	149	16	176	193	369	9486	76.1438
Kuliarchar	12066	4044	1540	1662	440	103	180	403	583	8372	69.3850
Tarail	7446	3610	670	324	198	0	80	256	336	5138	69.0035
Karimganj	13821	5400	763	2253	525	152	259	440	699	9792	70.8487

 
