   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18723	6579	1562	2982	1172	1037	566	1134	1700	15032	80.2863
Bhariab Bazar	28080	12558	1215	4116	1197	1820	324	1852	2176	23082	82.2009
Austagram	10700	3755	884	2059	395	288	196	1067	1263	8644	80.7850
Kishoreganj Sadar	4857	1024	729	439	581	789	40	476	516	4078	83.9613
Hossainpur	11142	2392	1259	2589	975	840	152	814	966	9021	80.9639
Nikli	7750	3264	589	815	795	259	30	780	810	6532	84.2839
Pakundia	14391	5816	1275	2264	691	795	460	621	1081	11922	82.8434
Itna	7415	3770	1139	935	59	50	65	63	128	6081	82.0094
Kuliarchar	10506	4275	313	1345	802	699	329	864	1193	8627	82.1150
Tarail	10323	5148	889	583	377	526	231	409	640	8163	79.0759
Karimganj	11501	4696	784	1104	615	544	342	670	1012	8755	76.1238

 
