   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17753	5883	1408	3677	1008	889	510	1002	1512	14377	80.9835
Bhariab Bazar	26507	12266	1622	3556	946	1375	276	1484	1760	21525	81.2050
Austagram	6445	1760	424	1567	901	156	161	385	546	5354	83.0721
Kishoreganj Sadar	4641	1297	846	390	370	579	36	336	372	3854	83.0424
Hossainpur	11078	4237	693	1516	914	738	145	776	921	9019	81.4136
Nikli	9536	3372	609	1458	1027	235	34	762	796	7497	78.6179
Pakundia	13192	5702	1019	1985	508	702	432	530	962	10878	82.4591
Itna	7394	4122	877	845	79	39	58	48	106	6068	82.0665
Kuliarchar	10415	4624	313	938	731	837	305	791	1096	8539	81.9875
Tarail	9498	4792	528	981	334	458	220	364	584	7677	80.8275
Karimganj	11326	4891	915	1314	690	529	329	630	959	9298	82.0943

 
