   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18728	6501	1552	3031	1184	1064	566	1138	1704	15036	80.2862
Bhariab Bazar	28079	12528	1195	4136	1210	1827	324	1864	2188	23084	82.2109
Austagram	10700	3748	880	2053	394	285	196	1068	1264	8624	80.5981
Kishoreganj Sadar	4862	1015	718	436	589	802	40	482	522	4082	83.9572
Hossainpur	11145	2205	1384	2634	981	846	153	816	969	9019	80.9242
Nikli	8547	3534	594	887	857	325	36	974	1010	7207	84.3220
Pakundia	14392	5780	1259	2236	699	801	461	624	1085	11860	82.4069
Itna	7416	3769	1136	932	60	55	64	63	127	6079	81.9714
Kuliarchar	10508	4267	306	1351	800	716	330	866	1196	8636	82.1850
Tarail	10324	5137	880	589	386	538	231	412	643	8173	79.1651
Karimganj	11452	4648	744	1065	610	548	343	671	1014	8629	75.3493

 
