   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	25122	7156	4934	3280	1255	1584	773	1389	2162	20371	81.0883
Boalmari	11313	3496	1262	1259	1227	269	347	764	1111	8624	76.2309
Char Bhadrashion	2649	532	290	371	258	400	63	275	338	2189	82.6350
Nagarkanda	3354	851	553	656	169	269	162	99	261	2759	82.2600
Sadarpur	3015	867	264	291	135	171	25	205	230	1958	64.9420
Alphadanga	8762	3161	925	1209	913	80	246	458	704	6992	79.7991
Modhukhali	6825	2697	486	1297	162	191	113	505	618	5451	79.8681
Saltha	5932	1788	839	902	385	269	197	221	418	4601	77.5624

 
