   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	6853	1842	2059	490	235	298	565	863	12342	69.9898
Bhariab Bazar	23620	6899	1520	2025	426	113	81	267	348	11331	47.9721
Austagram	10448	5114	744	959	340	0	0	139	139	7296	69.8315
Hossainpur	11486	4274	830	1552	548	238	103	566	669	8111	70.6164
Pakundia	12839	4068	1032	2084	571	159	122	281	403	8317	64.7792
Itna	11806	6172	1079	796	133	11	163	171	334	8525	72.2090
Kuliarchar	12027	3947	1458	1430	420	144	168	372	540	7939	66.0098
Tarail	6604	4195	407	255	159	0	71	239	310	5326	80.6481
Karimganj	13825	5101	850	2152	447	154	239	409	648	9352	67.6456

 
