   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	5069	2710	435	288	95	58	36	655	691	4277	84.3756
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	6999	3534	695	308	248	446	95	138	233	5464	78.0683
Ghatail	9420	3881	866	997	372	321	342	420	762	7199	76.4225
Basail	13842	4945	1523	2484	872	316	287	586	873	11013	79.5622
Tangail Sadar	18872	6773	2046	3107	289	1649	326	687	1013	14877	78.8311
Modhupur	24279	10649	1028	4038	437	484	809	1157	1966	18602	76.6177
Gopalpur	15231	4821	2711	2953	283	421	262	544	806	11995	78.7539
Delduar	9378	4068	776	1043	225	319	70	838	908	7339	78.2576

 
