   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17712	5850	1444	3540	999	874	510	994	1504	14211	80.2337
Bhariab Bazar	26509	12268	1814	3436	936	1350	274	1449	1723	21527	81.2064
Austagram	6431	1758	418	1564	888	152	161	372	533	5313	82.6155
Kishoreganj Sadar	4515	1310	891	410	336	533	36	305	341	3821	84.6290
Hossainpur	11058	4133	765	1595	882	719	145	751	896	8990	81.2986
Nikli	7581	3599	447	426	1007	165	29	488	517	6161	81.2690
Pakundia	12402	5444	961	1804	453	667	400	471	871	10200	82.2448
Itna	7389	4066	847	808	187	53	55	41	96	6057	81.9732
Kuliarchar	10448	4710	372	995	704	812	302	777	1079	8672	83.0015
Tarail	9491	4747	651	961	349	434	215	358	573	7715	81.2875
Karimganj	11273	4862	895	1300	667	504	326	623	949	9177	81.4069

 
