   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	6934	1421	1656	464	238	293	554	847	11560	65.5552
Bhariab Bazar	23615	6772	1456	1795	476	127	100	258	358	10984	46.5128
Austagram	10430	4985	726	939	339	0	0	142	142	7131	68.3701
Hossainpur	11367	4377	803	1441	499	162	100	554	654	7936	69.8161
Nikli	8001	2867	676	932	905	20	16	207	223	5623	70.2787
Pakundia	12813	4089	1044	2087	509	153	118	279	397	8279	64.6141
Itna	11899	6046	1023	750	104	12	171	186	357	8292	69.6865
Kuliarchar	12004	4052	1400	1340	382	145	165	368	533	7852	65.4115
Tarail	6609	4033	442	168	104	0	65	237	302	5049	76.3958
Karimganj	13822	5068	760	2112	374	165	230	394	624	9103	65.8588

 
