   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:20
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6816	3626	560	314	123	39	19	594	613	5275	77.3914
Bhuapur	4512	1955	591	466	33	78	5	64	69	3192	70.7447
Ghatail	15143	7544	908	1612	154	144	282	406	688	11050	72.9710
Tangail Sadar	13878	5687	2238	186	225	328	76	415	491	9155	65.9677
Kalihati	37364	10240	1926	401	546	287	1437	1513	2950	16350	43.7587
Modhupur	28005	17121	3021	5026	336	59	271	11	282	25845	92.2871
Gopalpur	7075	4960	1426	7390	626	195	273	22	295	14892	210.4876
Delduar	4036	2760	526	781	92	133	176	546	722	5014	124.2319

 
