   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	25034	7103	4810	3268	1230	1566	769	1382	2151	20128	80.4027
Boalmari	11304	3501	1280	1265	1225	260	347	764	1111	8642	76.4508
Char Bhadrashion	2640	542	289	382	258	396	62	275	337	2204	83.4848
Nagarkanda	3354	847	591	658	166	307	161	99	260	2829	84.3470
Sadarpur	3010	695	332	282	135	159	24	205	229	1832	60.8638
Alphadanga	8769	3155	920	1202	914	65	246	452	698	6954	79.3021
Modhukhali	6806	2699	482	1286	159	179	113	505	618	5423	79.6797
Saltha	5930	1799	965	974	384	324	197	219	416	4862	81.9899

 
