   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18685	6663	1520	3025	1070	967	563	1118	1681	14926	79.8823
Bhariab Bazar	26580	12509	1132	3801	989	1438	279	1542	1821	21690	81.6027
Austagram	6899	1917	455	1601	975	181	169	433	602	5731	83.0700
Kishoreganj Sadar	4736	1236	788	392	462	672	38	390	428	3978	83.9949
Hossainpur	11031	4200	739	1473	896	722	142	755	897	8927	80.9265
Nikli	8696	3341	635	1132	884	272	37	794	831	7095	81.5892
Pakundia	13244	5375	1083	2035	560	732	432	544	976	10761	81.2519
Itna	7403	4121	866	856	82	34	60	52	112	6071	82.0073
Kuliarchar	10485	4420	292	1204	734	827	316	815	1131	8608	82.0982
Tarail	9998	5290	598	691	320	463	223	374	597	7959	79.6059
Karimganj	11405	4845	914	1294	723	553	335	646	981	9310	81.6309

 
