   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5135	1487	959	669	120	133	118	125	243	3611	70.3213
Jaintapur	7684	2182	1104	1141	283	83	138	230	368	5161	67.1655
Balaganj	8672	2273	1264	1075	219	343	105	281	386	5560	64.1144
Golapganj	9947	3128	1503	921	292	387	100	296	396	6627	66.6231
Sylhet Sadar	31066	10443	4432	3759	306	1000	230	1067	1297	21237	68.3609
Biani Bazar	6786	2028	1050	826	230	42	40	135	175	4351	64.1173
Kanaighat	6893	3232	794	461	204	63	46	80	126	4880	70.7965
South Shurma	8052	2393	1050	1366	142	366	103	332	435	5752	71.4357

 
