   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:13
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7461	977	1454	443	235	283	541	824	11394	64.6138
Bhariab Bazar	23609	11681	2001	1684	443	157	100	256	356	16322	69.1347
Austagram	10406	4860	679	793	310	0	0	124	124	6766	65.0202
Hossainpur	11329	5288	642	1076	481	146	82	525	607	8240	72.7337
Nikli	6865	2892	94	700	820	3	15	195	210	4719	68.7400
Pakundia	127614	4115	1051	2077	455	152	111	275	386	8236	6.4538
Itna	10654	5387	744	595	110	6	152	223	375	7217	67.7398
Kuliarchar	11953	4874	464	1368	338	116	160	363	523	7683	64.2768
Tarail	6572	3464	184	217	71	0	64	233	297	4233	64.4096
Karimganj	13763	4902	939	2045	333	154	216	386	602	8975	65.2111

 
