   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17607	5901	1484	3579	889	786	496	945	1441	14080	79.9682
Bhariab Bazar	24943	11996	2703	2729	817	1048	222	1093	1315	20608	82.6204
Austagram	4682	1286	275	1212	681	54	130	144	274	3782	80.7774
Kishoreganj Sadar	4325	1526	1025	420	159	318	31	181	212	3660	84.6243
Hossainpur	10987	4291	722	1638	816	597	142	679	821	8885	80.8683
Nikli	7587	3653	526	434	1123	143	28	461	489	6368	83.9330
Pakundia	8255	3680	654	1297	251	419	231	233	464	6765	81.9503
Itna	11383	5802	1196	1297	497	84	227	245	472	9348	82.1225
Kuliarchar	12152	5510	792	1252	750	824	289	649	938	10066	82.8341
Tarail	9037	4520	1063	478	400	251	173	341	514	7226	79.9602
Karimganj	11015	4899	809	1296	618	448	306	592	898	8968	81.4163

 
