   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	24612	6430	2191	5443	582	1639	288	3404	3692	19977	81.1677
Mohanpur	13232	5509	692	2768	271	506	233	1204	1437	11183	84.5148
Puthiya	4577	1450	470	849	111	158	49	733	782	3820	83.4608
Bagmara	15015	2206	3236	3474	950	803	585	1420	2005	12674	84.4089
Charghat	4491	1521	528	811	90	195	32	532	564	3709	82.5874
Boalia	74144	29909	17606	11641	535	856	306	2109	2415	62962	84.9185
Tanore	4091	1627	590	203	41	361	125	448	573	3395	82.9870
Godagari	19260	6426	1562	3746	526	504	477	3277	3754	16518	85.7632

 
