   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18742	6346	1633	3081	1196	1094	566	1144	1710	15060	80.3543
Bhariab Bazar	28082	12435	1112	4210	1261	1854	324	1879	2203	23075	82.1701
Austagram	10706	3786	898	2090	384	279	196	1069	1265	8702	81.2815
Kishoreganj Sadar	4875	990	701	443	601	821	40	499	539	4095	84.0000
Hossainpur	11160	2094	1513	2586	996	871	154	821	975	9035	80.9588
Nikli	9252	3784	635	992	892	369	39	1075	1114	7786	84.1548
Pakundia	14396	5780	1191	2234	709	811	461	630	1091	11816	82.0784
Itna	7416	3762	1128	934	66	60	65	67	132	6082	82.0119
Kuliarchar	10509	4287	330	1296	811	676	332	873	1205	8605	81.8822
Tarail	10325	5108	863	576	396	569	231	417	648	8160	79.0315
Karimganj	11402	4561	680	1065	601	551	344	675	1019	8477	74.3466

 
