   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5149	1519	971	672	132	129	124	135	259	3682	71.5090
Jaintapur	7882	2238	1142	1203	294	94	141	254	395	5366	68.0792
Balaganj	4476	1008	722	487	197	280	83	268	351	3045	68.0295
Golapganj	9948	3217	1533	928	300	403	103	310	413	6794	68.2951
Sylhet Sadar	29091	10046	4459	3835	278	1013	237	957	1194	20825	71.5857
Biani Bazar	5781	1672	1034	443	148	48	43	118	161	3506	60.6469
Kanaighat	6971	2820	679	387	213	67	53	188	241	4407	63.2191
Companiganj	6564	2351	849	1028	130	57	8	231	239	4654	70.9019
South Shurma	8122	2431	1078	1438	145	373	113	354	467	5932	73.0362

 
