   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18762	6518	1435	3119	1196	1098	566	1148	1714	15080	80.3752
Bhariab Bazar	28085	12349	1106	4240	1281	1863	324	1902	2226	23065	82.1257
Austagram	10707	3799	899	2096	336	262	196	1070	1266	8658	80.8630
Kishoreganj Sadar	4886	984	694	437	601	834	40	514	554	4104	83.9951
Hossainpur	11165	2291	1332	2557	992	885	155	824	979	9036	80.9315
Nikli	10048	4230	700	1055	877	391	42	1149	1191	8444	84.0366
Pakundia	14396	5784	1186	2227	709	814	461	633	1094	11814	82.0645
Itna	7418	3759	1117	946	68	58	65	68	133	6081	81.9763
Kuliarchar	10511	4282	324	1302	808	659	332	879	1211	8586	81.6859
Tarail	10321	5095	855	583	398	576	232	419	651	8158	79.0427
Karimganj	11390	4552	676	1079	591	550	344	676	1020	8468	74.3459

 
