   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	26186	7806	5518	2507	1407	1852	809	1449	2258	21348	81.5245
Boalmari	11374	3431	1365	1339	1266	361	347	771	1118	8880	78.0728
Char Bhadrashion	2674	511	291	310	251	440	65	287	352	2155	80.5909
Nagarkanda	3375	868	503	647	192	315	166	112	278	2803	83.0519
Sadarpur	3057	941	326	296	155	223	24	213	237	2178	71.2463
Alphadanga	9329	3423	1033	1311	927	184	263	524	787	7665	82.1631
Modhukhali	6916	2720	540	1378	199	262	118	513	631	5730	82.8514
Saltha	5950	1811	815	945	393	315	197	217	414	4693	78.8739

 
