   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5056	1477	926	698	108	95	81	119	200	3504	69.3038
Jaintapur	7653	2131	1086	1146	249	77	128	213	341	5030	65.7259
Balaganj	10221	2886	1576	1265	220	342	92	259	351	6640	64.9643
Golapganj	8418	2634	1387	813	219	320	58	173	231	5604	66.5716
Sylhet Sadar	11051	4103	1440	687	143	244	89	548	637	7254	65.6411
Biani Bazar	6752	2012	1014	843	218	42	39	119	158	4287	63.4923
Kanaighat	7820	3095	664	635	266	81	61	95	156	4897	62.6215
South Shurma	7757	2169	971	1269	135	381	96	307	403	5328	68.6863

 
