   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:14
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	7417	564	1909	453	239	290	547	837	11419	64.7556
Bhariab Bazar	23609	6632	1393	1652	458	124	99	257	356	10615	44.9617
Austagram	10419	4958	689	892	335	0	0	124	124	6998	67.1658
Hossainpur	11361	5548	558	1126	504	156	85	528	613	8505	74.8614
Nikli	7977	3252	508	495	846	11	15	197	212	5324	66.7419
Pakundia	12774	4101	1036	2082	473	151	115	278	393	8236	64.4747
Itna	11102	5517	1015	789	83	12	168	180	348	7764	69.9333
Kuliarchar	11984	4469	910	1379	362	140	164	366	530	7790	65.0033
Tarail	6577	3610	0	199	85	0	65	235	300	4194	63.7677
Karimganj	13825	5181	851	2197	341	159	219	391	610	9339	67.5515

 
