   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6867	3686	607	331	130	39	19	599	618	5411	78.7971
Bhuapur	4512	1862	554	397	32	29	44	60	104	2978	66.0018
Ghatail	16391	8185	991	1445	184	161	312	676	988	11954	72.9303
Tangail Sadar	13879	4930	1149	1526	216	242	46	436	482	8545	61.5678
Kalihati	38111	9429	3528	400	549	287	1440	1516	2956	17149	44.9975
Modhupur	28461	20776	3325	1531	398	78	281	11	292	26400	92.7585
Gopalpur	17075	3804	1142	6416	626	185	280	22	302	12475	73.0600
Delduar	4044	2773	505	767	108	94	170	560	730	4977	123.0712

 
