   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5137	1490	963	673	123	133	118	124	242	3624	70.5470
Jaintapur	7691	2188	1105	1153	286	85	140	233	373	5190	67.4815
Balaganj	8711	2290	1259	1061	228	368	108	289	397	5603	64.3210
Golapganj	9648	3151	1506	919	293	390	101	300	401	6660	69.0299
Sylhet Sadar	29077	9701	4246	3696	287	1001	222	912	1134	20065	69.0064
Biani Bazar	5240	1549	795	430	145	48	41	105	146	3113	59.4084
Kanaighat	6903	2400	558	374	206	64	52	82	134	3736	54.1214
South Shurma	8065	2380	1044	1376	142	366	103	334	437	5745	71.2337

 
