   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17924	8327	1587	2994	555	240	338	645	983	14686	81.9348
Bhariab Bazar	24727	12264	3870	2160	427	310	146	638	784	19815	80.1351
Austagram	10669	4592	992	2209	478	108	11	191	202	8581	80.4293
Kishoreganj Sadar	1720	794	402	105	53	59	11	37	48	1461	84.9419
Hossainpur	11547	4585	814	1865	653	368	95	567	662	8947	77.4833
Nikli	9001	3950	972	1046	1058	60	26	366	392	7478	83.0797
Pakundia	12876	4873	1342	2329	749	216	172	301	473	9982	77.5241
Itna	12458	6832	1462	1331	226	63	190	215	405	10319	82.8303
Kuliarchar	12138	5715	601	1401	539	520	212	493	705	9481	78.1101

 
