   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40602	11868	5023	7937	2340	2866	1308	1078	2386	32420	79.8483
Barura	11894	4112	823	2690	587	511	235	520	755	9478	79.6872
Laksham	8533	3712	596	1352	148	118	84	625	709	6635	77.7569
Burichong	12710	4998	1472	1891	650	616	315	500	815	10442	82.1558
Muradnagar	8295	2362	812	1501	727	141	111	454	565	6108	73.6347
Daudkandi	7653	2327	722	1817	530	233	67	540	607	6236	81.4844
Chandina	15769	5737	1709	3395	658	284	296	712	1008	12791	81.1148
Nangolkot	9625	2772	803	2161	510	275	27	943	970	7491	77.8286
Titash	4714	1482	1094	1079	156	57	22	148	170	4038	85.6597
Comilla Sadar South	2573	1053	254	530	120	23	18	88	106	2086	81.0727
Monohargonj	1597	757	105	181	39	7	8	135	143	1232	77.1446

 
