   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6098	3197	536	386	137	83	45	748	793	5132	84.1587
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	6954	3470	754	419	163	403	92	137	229	5438	78.1996
Ghatail	9287	3893	813	973	409	355	335	416	751	7194	77.4631
Basail	13840	4901	1386	2378	801	298	281	582	863	10627	76.7847
Tangail Sadar	15043	5408	1873	2269	233	1179	260	436	696	11658	77.4978
Kalihati	39439	12700	2998	1058	682	655	2086	1495	3581	21674	54.9558
Modhupur	19273	8521	689	3221	296	295	600	919	1519	14541	75.4475
Gopalpur	15231	4781	2734	3041	253	373	255	535	790	11972	78.6028
Delduar	9235	3972	704	871	218	258	69	837	906	6929	75.0298

 
