   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17617	5467	1545	3920	901	797	501	955	1456	14086	79.9569
Bhariab Bazar	24943	12362	2095	2808	821	1084	224	1101	1325	20495	82.1673
Austagram	6368	1757	418	1578	887	98	161	347	508	5246	82.3807
Kishoreganj Sadar	4336	1509	1020	422	171	338	31	196	227	3687	85.0323
Hossainpur	11000	4282	719	1640	826	612	143	686	829	8908	80.9818
Nikli	7595	3563	674	415	1115	140	28	461	489	6396	84.2133
Pakundia	8269	3653	660	1308	257	433	234	235	469	6780	81.9930
Itna	11385	5813	1174	1322	502	88	229	245	474	9373	82.3276
Kuliarchar	12160	5492	783	1232	765	835	291	655	946	10053	82.6727
Tarail	9037	4542	1012	489	396	272	175	343	518	7229	79.9934
Karimganj	11012	4892	814	1295	616	447	306	595	901	8965	81.4112

 
