   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19231	5501	1607	4803	403	803	157	2657	2814	15931	82.8402
Mohanpur	12725	5595	431	2517	174	297	195	1113	1308	10322	81.1159
Puthiya	5791	2224	590	578	80	265	33	965	998	4735	81.7648
Bagmara	14725	3283	2865	4084	643	359	346	1163	1509	12743	86.5399
Charghat	2489	951	261	492	44	78	22	216	238	2064	82.9249
Boalia	71929	29241	24137	8387	171	168	163	567	730	62834	87.3556
Tanore	6218	2474	752	448	51	494	135	709	844	5063	81.4249
Godagari	18735	5320	2301	3345	282	434	436	3504	3940	15622	83.3840

 
