   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18754	6540	1420	3105	1195	1098	566	1146	1712	15070	80.3562
Bhariab Bazar	28084	12400	1109	4222	1277	1857	324	1886	2210	23075	82.1642
Austagram	10706	3794	897	2095	359	271	196	1069	1265	8681	81.0854
Kishoreganj Sadar	4879	989	696	439	601	830	40	506	546	4101	84.0541
Hossainpur	11166	1971	1640	2576	994	882	155	821	976	9039	80.9511
Nikli	9252	3782	636	992	882	369	39	1076	1115	7776	84.0467
Pakundia	14396	5778	1189	2231	709	812	461	632	1093	11812	82.0506
Itna	7417	3763	1117	943	67	60	65	68	133	6083	82.0143
Kuliarchar	10512	4300	325	1292	810	668	332	876	1208	8603	81.8398
Tarail	10317	5091	860	581	396	572	232	419	651	8151	79.0055
Karimganj	11402	4558	679	1075	596	552	344	676	1020	8480	74.3729

 
