   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17633	4939	1781	4178	920	811	506	967	1473	14102	79.9750
Bhariab Bazar	24943	12319	1991	2874	843	1109	226	1131	1357	20493	82.1593
Austagram	6381	1753	410	1562	890	102	161	352	513	5230	81.9621
Kishoreganj Sadar	4380	1452	1018	424	196	374	31	223	254	3718	84.8858
Hossainpur	10976	4240	712	1634	845	618	145	695	840	8889	80.9858
Nikli	7575	3362	774	446	1083	143	29	465	494	6302	83.1947
Pakundia	9699	4375	746	1455	297	501	281	301	582	7956	82.0291
Itna	6486	3620	859	687	258	3	50	14	64	5491	84.6593
Kuliarchar	9365	4532	510	832	540	597	298	451	749	7760	82.8617
Tarail	9487	4625	992	614	387	379	184	338	522	7519	79.2558
Karimganj	11074	4848	818	1280	622	456	309	604	913	8937	80.7025

 
