   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18734	6458	1562	3056	1187	1073	566	1141	1707	15043	80.2979
Bhariab Bazar	28079	12503	1175	4152	1227	1837	324	1868	2192	23086	82.2180
Austagram	10703	3754	882	2055	393	281	196	1068	1264	8629	80.6223
Kishoreganj Sadar	4867	1004	713	435	595	810	40	488	528	4085	83.9326
Hossainpur	11149	2036	1500	2679	988	856	153	818	971	9030	80.9938
Nikli	8547	3523	591	890	859	325	36	977	1013	7201	84.2518
Pakundia	14392	5784	1193	2236	704	801	461	626	1087	11805	82.0247
Itna	7414	3766	1133	934	63	56	65	64	129	6081	82.0205
Kuliarchar	10511	4275	299	1340	802	702	331	869	1200	8618	81.9903
Tarail	10322	5122	879	589	392	549	231	413	644	8175	79.1998
Karimganj	11402	4606	710	1046	604	547	344	673	1017	8530	74.8114

 
