   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40607	12299	4097	7982	2322	3162	1520	1304	2824	32686	80.4935
Barura	12372	4172	795	2832	676	560	242	556	798	9833	79.4779
Laksham	8601	3765	592	1377	184	138	87	627	714	6770	78.7118
Burichong	12861	5035	1337	1879	707	675	324	504	828	10461	81.3389
Muradnagar	8303	2343	671	1563	764	186	111	461	572	6099	73.4554
Daudkandi	7654	2238	651	1759	543	245	74	543	617	6053	79.0828
Chandina	15771	5758	1630	3406	683	331	300	720	1020	12828	81.3392
Nangolkot	9650	2879	709	2150	588	277	27	947	974	7577	78.5181
Titash	4771	1489	1092	1081	168	58	22	150	172	4060	85.0975
Comilla Sadar South	2578	1073	247	521	156	28	18	103	121	2146	83.2428
Monohargonj	1597	773	120	182	56	7	8	135	143	1281	80.2129

 
