   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17634	6756	1457	2224	488	230	299	567	866	12021	68.1694
Bhariab Bazar	23642	6978	1543	2069	423	111	82	266	348	11472	48.5238
Austagram	10450	5118	756	971	336	2	0	148	148	7331	70.1531
Hossainpur	11508	4282	837	1562	554	238	105	566	671	8144	70.7682
Nikli	8123	2870	754	925	978	20	16	218	234	5781	71.1683
Pakundia	12851	4049	1034	2079	577	159	124	281	405	8303	64.6098
Itna	11811	6192	1081	802	134	11	163	171	334	8554	72.4240
Kuliarchar	12030	3894	1402	1429	412	142	168	373	541	7820	65.0042
Tarail	6604	4269	335	258	162	0	71	239	310	5334	80.7692
Karimganj	13825	5464	777	2156	456	154	241	410	651	9658	69.8590

 
