   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24265	7610	4064	3335	1126	735	601	1143	1744	18614	76.7113
Barura	11831	4482	908	2468	432	390	219	510	729	9409	79.5284
Laksham	7487	3330	493	1271	70	91	78	554	632	5887	78.6296
Burichong	12591	4971	1694	1892	527	539	292	492	784	10407	82.6543
Muradnagar	8276	2395	823	1591	618	118	111	448	559	6104	73.7554
Daudkandi	7645	2273	690	1772	510	218	67	532	599	6062	79.2937
Chandina	18563	6262	1765	3934	644	307	442	894	1336	14248	76.7548
Nangolkot	4814	1506	534	907	210	166	3	382	385	3708	77.0253
Titash	4584	1455	1072	1057	130	51	22	142	164	3929	85.7112
Comilla Sadar South	2559	1245	175	559	67	19	18	70	88	2153	84.1344
Monohargonj	1591	770	115	224	19	4	7	134	141	1273	80.0126

 
