ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism
86,-9,-9,-9,-9,1, Shariatpur Zila,1024780,1.3,0.2,0.3,0.1,0.5,0.2,0.1
86,-9,-9,-9,-9,2, Shariatpur Zila,115970,1.5,0.2,0.2,0.1,0.6,0.2,0.1
86,-9,-9,-9,-9,3, Shariatpur Zila,15074,1.4,0.2,0.2,0.1,0.7,0.2,0.1
86,14,-9,-9,-9,-9,Bhedarganj Upazila Total,253234,1.3,0.2,0.2,0.1,0.5,0.2,0.1
86,14,-9,-9,-9,1,  Bhedarganj Upazila,244041,1.2,0.2,0.2,0.1,0.5,0.2,0.1
86,14,-9,-9,-9,2,  Bhedarganj Upazila,8169,2.4,0.1,0.2,0.1,1.7,0.2,0.1
86,14,-9,-9,-9,3,  Bhedarganj Upazila,1024,1.7,0.0,0.0,0.0,1.5,0.0,0.2
86,14,01,-9,-9,-9,Ward No-01 Total,542,0.6,0.0,0.0,0.0,0.4,0.0,0.2
86,14,02,-9,-9,-9,Ward No-02 Total,1060,5.9,0.3,0.2,0.2,4.9,0.4,0.0
86,14,03,-9,-9,-9,Ward No-03 Total,1010,0.2,0.0,0.0,0.0,0.2,0.0,0.0
86,14,04,-9,-9,-9,Ward No-04 Total,996,0.7,0.0,0.0,0.2,0.3,0.2,0.0
86,14,05,-9,-9,-9,Ward No-05 Total,851,1.5,0.1,0.5,0.0,0.5,0.2,0.2
86,14,06,-9,-9,-9,Ward No-06 Total,661,1.2,0.0,0.5,0.0,0.3,0.2,0.3
86,14,07,-9,-9,-9,Ward No-07 Total,1219,5.5,0.2,0.2,0.2,4.3,0.2,0.2
86,14,08,-9,-9,-9,Ward No-08 Total,1137,1.1,0.3,0.1,0.0,0.5,0.3,0.0
86,14,09,-9,-9,-9,Ward No-09 Total,693,2.7,0.3,0.1,0.3,2.0,0.0,0.0
86,14,12,-9,-9,-9,Arshi Nagar Union Total,16826,0.9,0.1,0.1,0.1,0.4,0.1,0.0
86,14,15,-9,-9,-9,Char Bhaga Union Total,24478,1.2,0.2,0.3,0.1,0.3,0.1,0.1
86,14,17,-9,-9,-9,Char Kumaria Union Total,17247,1.4,0.3,0.2,0.1,0.4,0.1,0.3
86,14,25,-9,-9,-9,Chhaygaon Union Total,14515,2.7,0.3,0.4,0.1,1.5,0.3,0.1
86,14,28,-9,-9,-9,Char Census Union Total,18132,0.9,0.1,0.2,0.1,0.3,0.1,0.1
86,14,32,-9,-9,-9,Dhakhin Tarabunia Union Total,16943,0.7,0.1,0.1,0.1,0.2,0.1,0.0
86,14,43,-9,-9,-9,Digar Mahishkhali Union Total,21012,1.1,0.2,0.2,0.2,0.3,0.2,0.1
86,14,51,-9,-9,-9,Kachikata Union Total,25674,0.9,0.2,0.2,0.0,0.2,0.1,0.2
86,14,60,-9,-9,-9,Mahisar Union Total,16077,1.5,0.2,0.1,0.1,0.9,0.2,0.1
86,14,69,-9,-9,-9,Narayanpur Union Total,7814,2.1,0.2,0.5,0.3,0.7,0.3,0.1
86,14,77,-9,-9,-9,Rambhadrapur Union Total,18712,1.7,0.2,0.3,0.1,0.8,0.2,0.1
86,14,77,-9,-9,1,  Rambhadrapur Union,17688,1.7,0.2,0.3,0.2,0.7,0.2,0.1
86,14,77,-9,-9,3,  Rambhadrapur Union,1024,1.7,0.0,0.0,0.0,1.5,0.0,0.2
86,14,86,-9,-9,-9,Sakhipur Union Total,25590,1.1,0.1,0.2,0.1,0.4,0.2,0.1
86,14,94,-9,-9,-9,Tarabunia Union Total,22045,0.9,0.1,0.3,0.1,0.3,0.1,0.0
86,25,-9,-9,-9,-9,Damudya Upazila Total,109003,1.5,0.2,0.3,0.1,0.5,0.2,0.1
86,25,-9,-9,-9,1,  Damudya Upazila,91680,1.4,0.2,0.3,0.1,0.4,0.2,0.1
86,25,-9,-9,-9,2,  Damudya Upazila,14242,2.2,0.3,0.3,0.2,1.0,0.2,0.2
86,25,-9,-9,-9,3,  Damudya Upazila,3081,1.6,0.1,0.3,0.2,0.7,0.2,0.0
86,25,01,-9,-9,-9,Ward No-01 Total,838,2.1,0.7,0.2,0.2,0.6,0.1,0.2
86,25,02,-9,-9,-9,Ward No-02 Total,1877,2.9,0.5,0.5,0.3,1.0,0.3,0.3
86,25,03,-9,-9,-9,Ward No-03 Total,1767,1.0,0.2,0.2,0.1,0.2,0.3,0.1
86,25,04,-9,-9,-9,Ward No-04 Total,2073,2.0,0.6,0.1,0.2,0.9,0.1,0.0
86,25,05,-9,-9,-9,Ward No-05 Total,1300,0.9,0.5,0.2,0.0,0.2,0.1,0.0
86,25,06,-9,-9,-9,Ward No-06 Total,2069,2.1,0.1,0.2,0.1,1.4,0.2,0.0
86,25,07,-9,-9,-9,Ward No-07 Total,1326,5.1,0.3,1.4,0.0,3.0,0.3,0.0
86,25,08,-9,-9,-9,Ward No-08 Total,1560,2.4,0.3,0.2,0.4,1.1,0.5,0.0
86,25,09,-9,-9,-9,Ward No-09 Total,1432,1.7,0.1,0.1,0.1,0.5,0.1,0.9
86,25,23,-9,-9,-9,Darul Aman Union Total,9652,1.2,0.1,0.2,0.1,0.5,0.2,0.0
86,25,23,-9,-9,1,  Darul Aman Union,6571,1.0,0.2,0.2,0.1,0.5,0.1,0.0
86,25,23,-9,-9,3,  Darul Aman Union,3081,1.6,0.1,0.3,0.2,0.7,0.2,0.0
86,25,35,-9,-9,-9,Dhankati Union Total,20559,1.2,0.2,0.3,0.1,0.4,0.1,0.1
86,25,40,-9,-9,-9,Islam Pur Union Total,8369,2.3,0.3,0.5,0.1,0.9,0.2,0.3
86,25,47,-9,-9,-9,Kaneshwar Union Total,15784,1.4,0.3,0.2,0.3,0.4,0.1,0.2
86,25,59,-9,-9,-9,Purba Damudya Union Total,21253,1.3,0.2,0.3,0.1,0.3,0.2,0.1
86,25,71,-9,-9,-9,Sidulkura Union Total,11669,1.3,0.1,0.3,0.1,0.4,0.2,0.1
86,25,83,-9,-9,-9,Sidya Union Total,7475,1.6,0.2,0.3,0.1,0.5,0.3,0.1
86,36,-9,-9,-9,-9,Gosairhat Upazila Total,157665,1.2,0.2,0.3,0.1,0.5,0.1,0.1
86,36,-9,-9,-9,1,  Gosairhat Upazila,146696,1.2,0.2,0.3,0.1,0.5,0.1,0.1
86,36,-9,-9,-9,3,  Gosairhat Upazila,10969,1.3,0.2,0.2,0.0,0.6,0.2,0.1
86,36,11,-9,-9,-9,Alawalpur Union Total,18556,1.1,0.1,0.3,0.1,0.5,0.1,0.1
86,36,23,-9,-9,-9,Gosairhat Union Total,11507,1.8,0.2,0.3,0.3,0.6,0.3,0.1
86,36,35,-9,-9,-9,Idilpur Union Total,37641,1.5,0.2,0.4,0.1,0.5,0.1,0.1
86,36,35,-9,-9,1,  Idilpur Union,26672,1.5,0.2,0.5,0.2,0.5,0.1,0.1
86,36,35,-9,-9,3,  Idilpur Union,10969,1.3,0.2,0.2,0.0,0.6,0.2,0.1
86,36,47,-9,-9,-9,Kodalpur Union Total,20346,0.6,0.1,0.1,0.1,0.3,0.1,0.0
86,36,51,-9,-9,-9,Kuchaipatti Union Total,21313,0.7,0.1,0.1,0.1,0.2,0.1,0.1
86,36,59,-9,-9,-9,Nager Para Union Total,25903,1.6,0.3,0.3,0.2,0.6,0.2,0.1
86,36,71,-9,-9,-9,Nalmuri Union Total,13528,1.6,0.2,0.7,0.1,0.5,0.1,0.0
86,36,83,-9,-9,-9,Samantasar Union Total,8871,1.1,0.2,0.2,0.1,0.4,0.1,0.1
86,65,-9,-9,-9,-9,Naria Upazila Total,231644,1.4,0.2,0.2,0.1,0.6,0.2,0.1
86,65,-9,-9,-9,1,  Naria Upazila,208871,1.5,0.2,0.2,0.1,0.6,0.2,0.1
86,65,-9,-9,-9,2,  Naria Upazila,22773,1.1,0.2,0.2,0.1,0.4,0.2,0.1
86,65,01,-9,-9,-9,Ward No-01 Total,3448,0.7,0.1,0.1,0.0,0.2,0.1,0.1
86,65,02,-9,-9,-9,Ward No-02 Total,3675,1.0,0.2,0.2,0.0,0.3,0.2,0.1
86,65,03,-9,-9,-9,Ward No-03 Total,2223,1.3,0.4,0.1,0.0,0.4,0.2,0.1
86,65,04,-9,-9,-9,Ward No-04 Total,2463,1.3,0.2,0.1,0.0,0.2,0.5,0.3
86,65,05,-9,-9,-9,Ward No-05 Total,1935,0.8,0.1,0.1,0.0,0.4,0.2,0.1
86,65,06,-9,-9,-9,Ward No-06 Total,2033,1.0,0.2,0.3,0.0,0.3,0.1,0.0
86,65,07,-9,-9,-9,Ward No-07 Total,2540,1.4,0.2,0.6,0.1,0.4,0.2,0.0
86,65,08,-9,-9,-9,Ward No-08 Total,1949,1.3,0.1,0.3,0.1,0.6,0.2,0.1
86,65,09,-9,-9,-9,Ward No-09 Total,2507,1.7,0.1,0.2,0.3,0.8,0.2,0.1
86,65,11,-9,-9,-9,Bhojeshwar Union Total,18240,1.4,0.2,0.2,0.1,0.6,0.2,0.1
86,65,12,-9,-9,-9,Bhumkhara Union Total,14865,1.6,0.2,0.3,0.1,0.6,0.3,0.1
86,65,18,-9,-9,-9,Bijhari Union Total,14007,1.4,0.1,0.2,0.1,0.7,0.2,0.1
86,65,25,-9,-9,-9,Chamta Union Total,13598,1.4,0.3,0.3,0.1,0.5,0.2,0.0
86,65,31,-9,-9,-9,Char Atra Union Total,7763,1.0,0.3,0.2,0.1,0.3,0.0,0.1
86,65,37,-9,-9,-9,Dinga Manik Union Total,21858,1.9,0.3,0.2,0.2,0.8,0.3,0.1
86,65,44,-9,-9,-9,Fateh Jangapur Union Total,12112,1.8,0.3,0.4,0.2,0.5,0.3,0.2
86,65,50,-9,-9,-9,Gharisar Union Total,25305,1.9,0.2,0.3,0.2,0.8,0.2,0.2
86,65,56,-9,-9,-9,Japsa Union Total,10498,2.0,0.2,0.2,0.2,1.0,0.2,0.1
86,65,63,-9,-9,-9,Kedarpur Union Total,15852,1.3,0.2,0.2,0.1,0.4,0.3,0.1
86,65,69,-9,-9,-9,Muktarer Char Union Total,15578,1.4,0.2,0.3,0.2,0.5,0.2,0.1
86,65,82,-9,-9,-9,Nasasan Union Total,11090,0.9,0.2,0.2,0.1,0.3,0.1,0.0
86,65,88,-9,-9,-9,Noapara Union Total,15552,0.8,0.1,0.1,0.1,0.2,0.1,0.1
86,65,94,-9,-9,-9,Rajnagar Union Total,12553,1.2,0.2,0.3,0.1,0.4,0.1,0.1
86,69,-9,-9,-9,-9,Shariatpur Sadar Upazila Total,210259,1.3,0.2,0.3,0.1,0.5,0.2,0.1
86,69,-9,-9,-9,1,  Shariatpur Sadar Upazila,160724,1.3,0.2,0.3,0.1,0.4,0.2,0.1
86,69,-9,-9,-9,2,  Shariatpur Sadar Upazila,49535,1.3,0.1,0.2,0.1,0.5,0.2,0.1
86,69,01,-9,-9,-9,Ward No-01 Total,6221,1.6,0.2,0.3,0.2,0.7,0.2,0.0
86,69,02,-9,-9,-9,Ward No-02 Total,4903,0.7,0.1,0.1,0.0,0.3,0.1,0.0
86,69,03,-9,-9,-9,Ward No-03 Total,5633,2.2,0.2,0.1,0.2,1.1,0.4,0.1
86,69,04,-9,-9,-9,Ward No-04 Total,6127,0.4,0.0,0.1,0.0,0.1,0.2,0.0
86,69,05,-9,-9,-9,Ward No-05 Total,4781,1.0,0.1,0.3,0.0,0.2,0.2,0.2
86,69,06,-9,-9,-9,Ward No-06 Total,4748,1.6,0.2,0.1,0.2,0.6,0.4,0.0
86,69,07,-9,-9,-9,Ward No-07 Total,7345,1.2,0.2,0.3,0.1,0.6,0.1,0.0
86,69,08,-9,-9,-9,Ward No-08 Total,5582,1.5,0.1,0.3,0.1,0.6,0.2,0.2
86,69,09,-9,-9,-9,Ward No-09 Total,4195,1.0,0.1,0.2,0.1,0.3,0.2,0.0
86,69,17,-9,-9,-9,Angaria Union Total,24162,1.3,0.2,0.2,0.1,0.6,0.3,0.1
86,69,19,-9,-9,-9,Binodpur Union Total,14718,2.0,0.2,0.5,0.1,0.8,0.3,0.1
86,69,28,-9,-9,-9,Chandrapur Union Total,12827,1.8,0.3,0.8,0.1,0.3,0.2,0.1
86,69,38,-9,-9,-9,Chikandi Union Total,15672,1.3,0.2,0.2,0.1,0.5,0.1,0.1
86,69,47,-9,-9,-9,Chitalia Union Total,14290,1.2,0.2,0.2,0.1,0.5,0.2,0.1
86,69,57,-9,-9,-9,Domsar Union Total,15580,1.2,0.2,0.2,0.1,0.4,0.2,0.1
86,69,62,-9,-9,-9,Mohammadpur Union Total,6565,1.7,0.2,0.5,0.1,0.6,0.1,0.2
86,69,66,-9,-9,-9,Palong Union Total,9154,1.2,0.2,0.2,0.1,0.4,0.2,0.0
86,69,76,-9,-9,-9,Rudrakar Union Total,24398,1.0,0.2,0.2,0.1,0.3,0.2,0.1
86,69,85,-9,-9,-9,Shaul Para Union Total,13844,1.0,0.2,0.2,0.1,0.2,0.1,0.2
86,69,95,-9,-9,-9,Tulasar Union Total,9514,1.0,0.3,0.2,0.0,0.4,0.1,0.0
86,94,-9,-9,-9,-9,Zanjira Upazila Total,194019,1.3,0.2,0.3,0.1,0.4,0.2,0.1
86,94,-9,-9,-9,1,  Zanjira Upazila,172768,1.3,0.2,0.3,0.1,0.4,0.2,0.1
86,94,-9,-9,-9,2,  Zanjira Upazila,21251,1.5,0.2,0.3,0.1,0.6,0.2,0.1
86,94,01,-9,-9,-9,Ward No-01 Total,2551,0.5,0.1,0.1,0.0,0.2,0.2,0.0
86,94,02,-9,-9,-9,Ward No-02 Total,1602,0.4,0.0,0.1,0.0,0.0,0.3,0.0
86,94,03,-9,-9,-9,Ward No-03 Total,2554,3.4,0.4,0.4,0.2,2.0,0.3,0.1
86,94,04,-9,-9,-9,Ward No-04 Total,2957,1.7,0.2,0.1,0.2,0.8,0.3,0.0
86,94,05,-9,-9,-9,Ward No-05 Total,3255,1.1,0.1,0.2,0.1,0.3,0.2,0.1
86,94,06,-9,-9,-9,Ward No-06 Total,2458,1.5,0.4,0.2,0.2,0.2,0.4,0.1
86,94,07,-9,-9,-9,Ward No-07 Total,1037,5.4,0.5,1.7,0.6,2.4,0.1,0.1
86,94,08,-9,-9,-9,Ward No-08 Total,1783,0.7,0.1,0.2,0.1,0.2,0.2,0.0
86,94,09,-9,-9,-9,Ward No-09 Total,3054,0.7,0.2,0.1,0.0,0.1,0.1,0.1
86,94,12,-9,-9,-9,Bara Gopalpur Union Total,10580,1.4,0.2,0.4,0.1,0.5,0.2,0.1
86,94,14,-9,-9,-9,Barakandi Union Total,18559,0.9,0.2,0.1,0.1,0.2,0.1,0.1
86,94,21,-9,-9,-9,Bara Krishnagar Union Total,13101,1.3,0.2,0.2,0.2,0.5,0.2,0.1
86,94,29,-9,-9,-9,Bilaspur Union Total,14131,1.6,0.3,0.4,0.1,0.5,0.2,0.1
86,94,43,-9,-9,-9,Joynagar Union Total,14376,1.1,0.3,0.2,0.1,0.3,0.1,0.0
86,94,51,-9,-9,-9,Kunder Char Union Total,11263,1.2,0.2,0.3,0.2,0.3,0.1,0.1
86,94,58,-9,-9,-9,Mulna Union Total,15055,1.2,0.2,0.2,0.2,0.4,0.2,0.0
86,94,65,-9,-9,-9,Naodoba Union Total,19867,1.2,0.2,0.2,0.1,0.4,0.2,0.1
86,94,73,-9,-9,-9,Paler Char Union Total,12304,0.8,0.2,0.1,0.0,0.3,0.1,0.0
86,94,80,-9,-9,-9,Purba Naodoba Union Total,17036,1.0,0.1,0.2,0.1,0.3,0.1,0.1
86,94,87,-9,-9,-9,Sener Char Union Total,18878,1.6,0.2,0.4,0.2,0.6,0.1,0.1
86,94,94,-9,-9,-9,Zanjira Union Total,7618,3.6,0.3,1.2,0.6,1.1,0.3,0.2
54,-9,-9,-9,-9,-9,Madaripur Zila Total,1165952,1.3,0.2,0.3,0.1,0.5,0.2,0.1
54,-9,-9,-9,-9,1, Madaripur Zila,1008142,1.3,0.2,0.3,0.1,0.5,0.2,0.1
54,-9,-9,-9,-9,2, Madaripur Zila,128452,0.9,0.2,0.1,0.1,0.3,0.1,0.1
54,-9,-9,-9,-9,3, Madaripur Zila,29358,2.7,0.3,1.1,0.3,0.7,0.2,0.2
54,40,-9,-9,-9,-9,Kalkini Upazila Total,273258,1.1,0.2,0.2,0.1,0.4,0.2,0.1
54,40,-9,-9,-9,1,  Kalkini Upazila,231650,1.2,0.2,0.2,0.1,0.4,0.2,0.1
54,40,-9,-9,-9,2,  Kalkini Upazila,41608,0.9,0.1,0.1,0.1,0.4,0.1,0.1
54,40,01,-9,-9,-9,Ward No-01 Total,6616,0.4,0.1,0.0,0.0,0.2,0.1,0.0
54,40,02,-9,-9,-9,Ward No-02 Total,5054,0.7,0.1,0.1,0.0,0.3,0.1,0.2
54,40,03,-9,-9,-9,Ward No-03 Total,6051,0.6,0.2,0.1,0.0,0.1,0.1,0.0
54,40,04,-9,-9,-9,Ward No-04 Total,3091,0.5,0.1,0.0,0.1,0.2,0.1,0.0
54,40,05,-9,-9,-9,Ward No-05 Total,4161,1.0,0.1,0.3,0.1,0.3,0.1,0.1
54,40,06,-9,-9,-9,Ward No-06 Total,3544,1.2,0.1,0.3,0.1,0.5,0.2,0.0
54,40,07,-9,-9,-9,Ward No-07 Total,3929,1.2,0.0,0.1,0.1,0.9,0.1,0.1
54,40,08,-9,-9,-9,Ward No-08 Total,4918,1.3,0.1,0.3,0.3,0.4,0.1,0.0
54,40,09,-9,-9,-9,Ward No-09 Total,4244,1.0,0.1,0.1,0.0,0.5,0.1,0.1
54,40,11,-9,-9,-9,Alinagar Union Total,15088,1.8,0.3,0.3,0.1,0.7,0.2,0.2
54,40,12,-9,-9,-9,Baligram Union Total,22727,1.4,0.1,0.4,0.1,0.5,0.1,0.1
54,40,18,-9,-9,-9,Banshgari Union Total,22293,1.0,0.2,0.2,0.1,0.4,0.1,0.1
54,40,25,-9,-9,-9,Char Daulat Khan Union Total,11789,1.0,0.1,0.1,0.1,0.5,0.1,0.0
54,40,31,-9,-9,-9,Dasar Union Total,14470,0.8,0.2,0.1,0.1,0.3,0.1,0.0
54,40,37,-9,-9,-9,Enayetnagar Union Total,25116,0.8,0.2,0.1,0.1,0.2,0.1,0.1
54,40,44,-9,-9,-9,Gopalpur Union Total,9382,1.6,0.2,0.2,0.2,0.7,0.2,0.1
54,40,56,-9,-9,-9,Kayaria Union Total,16448,1.5,0.2,0.3,0.1,0.5,0.4,0.1
54,40,63,-9,-9,-9,Kazibakai Union Total,11575,1.6,0.2,0.2,0.2,0.8,0.2,0.1
54,40,69,-9,-9,-9,Lakshmipur Union Total,20205,1.4,0.2,0.4,0.1,0.4,0.2,0.1
54,40,75,-9,-9,-9,Nabagram Union Total,13340,0.7,0.1,0.1,0.0,0.2,0.1,0.1
54,40,82,-9,-9,-9,Ramjanpur Union Total,18350,1.1,0.1,0.2,0.1,0.4,0.2,0.1
54,40,88,-9,-9,-9,Sahebrampur Union Total,19678,1.1,0.1,0.1,0.1,0.6,0.1,0.1
54,40,94,-9,-9,-9,Shikar Mangal Union Total,11189,1.2,0.2,0.3,0.2,0.4,0.1,0.0
54,54,-9,-9,-9,-9,Madaripur Sadar Upazila Total,345764,1.0,0.2,0.2,0.1,0.3,0.1,0.1
54,54,-9,-9,-9,1,  Madaripur Sadar Upazila,283074,1.0,0.2,0.2,0.1,0.4,0.1,0.1
54,54,-9,-9,-9,2,  Madaripur Sadar Upazila,62690,0.9,0.2,0.1,0.1,0.3,0.2,0.1
54,54,01,-9,-9,-9,Ward No-01 Total,7047,0.7,0.1,0.1,0.0,0.3,0.1,0.1
54,54,02,-9,-9,-9,Ward No-02 Total,6556,0.8,0.1,0.3,0.1,0.1,0.2,0.0
54,54,03,-9,-9,-9,Ward No-03 Total,7027,1.2,0.2,0.1,0.1,0.6,0.2,0.1
54,54,04,-9,-9,-9,Ward No-04 Total,6062,0.6,0.1,0.0,0.1,0.3,0.1,0.0
54,54,05,-9,-9,-9,Ward No-05 Total,7624,0.6,0.1,0.0,0.1,0.1,0.1,0.1
54,54,06,-9,-9,-9,Ward No-06 Total,7626,0.8,0.2,0.2,0.0,0.2,0.2,0.1
54,54,07,-9,-9,-9,Ward No-07 Total,8263,0.9,0.2,0.0,0.0,0.2,0.2,0.2
54,54,08,-9,-9,-9,Ward No-08 Total,6525,1.5,0.4,0.1,0.1,0.4,0.4,0.0
54,54,09,-9,-9,-9,Ward No-09 Total,5960,0.9,0.2,0.1,0.1,0.4,0.1,0.2
54,54,10,-9,-9,-9,Bahadurpur Union Total,10838,1.0,0.4,0.1,0.1,0.4,0.1,0.0
54,54,11,-9,-9,-9,Chilar Char Union Total,17992,1.1,0.1,0.2,0.1,0.4,0.1,0.2
54,54,17,-9,-9,-9,Dhurail Union Total,8587,1.0,0.1,0.1,0.1,0.2,0.1,0.5
54,54,23,-9,-9,-9,Dudkhali Union Total,15719,0.8,0.1,0.1,0.1,0.3,0.1,0.1
54,54,29,-9,-9,-9,Ghatmajhi Union Total,25688,1.5,0.1,0.3,0.1,0.8,0.1,0.2
54,54,35,-9,-9,-9,Jhaudi Union Total,24293,0.8,0.1,0.2,0.1,0.3,0.1,0.0
54,54,41,-9,-9,-9,Kalikapur Union Total,20383,0.8,0.2,0.2,0.1,0.2,0.0,0.1
54,54,47,-9,-9,-9,Kendua Union Total,24670,1.0,0.2,0.1,0.1,0.4,0.1,0.1
54,54,53,-9,-9,-9,Khoajpur Union Total,23229,1.1,0.1,0.3,0.1,0.3,0.2,0.0
54,54,59,-9,-9,-9,Kunia Union Total,17993,0.7,0.2,0.1,0.0,0.2,0.1,0.1
54,54,71,-9,-9,-9,Mustafapur Union Total,23748,0.7,0.1,0.2,0.0,0.3,0.1,0.0
54,54,77,-9,-9,-9,Panchkhola Union Total,23729,1.0,0.2,0.3,0.1,0.3,0.1,0.1
54,54,83,-9,-9,-9,Pearpur Union Total,14702,1.5,0.2,0.3,0.1,0.6,0.3,0.1
54,54,89,-9,-9,-9,Rasti Union Total,15059,1.3,0.3,0.2,0.1,0.5,0.1,0.1
54,54,94,-9,-9,-9,Sirkhara Union Total,16444,0.7,0.1,0.1,0.0,0.3,0.2,0.1
54,80,-9,-9,-9,-9,Rajoir Upazila Total,228710,1.9,0.2,0.6,0.2,0.7,0.2,0.1
54,80,-9,-9,-9,1,  Rajoir Upazila,207309,1.8,0.2,0.5,0.2,0.7,0.2,0.1
54,80,-9,-9,-9,3,  Rajoir Upazila,21401,3.2,0.3,1.4,0.3,0.8,0.2,0.1
54,80,13,-9,-9,-9,Amgram Union Total,26547,3.0,0.4,0.8,0.3,1.2,0.2,0.1
54,80,19,-9,-9,-9,Badar Pasha Union Total,25101,1.7,0.3,0.3,0.2,0.7,0.2,0.1
54,80,28,-9,-9,-9,Bajitpur Union Total,20092,4.9,0.3,2.2,0.5,1.5,0.2,0.1
54,80,31,-9,-9,-9,Haridasdi Mahendradi Union Total,7966,1.4,0.2,0.4,0.1,0.4,0.3,0.0
54,80,38,-9,-9,-9,Hossainpur Union Total,11942,1.2,0.3,0.2,0.1,0.3,0.1,0.1
54,80,47,-9,-9,-9,Isibpur Union Total,18186,2.3,0.3,0.4,0.2,1.1,0.3,0.1
54,80,57,-9,-9,-9,Kabirajpur Union Total,14212,0.8,0.2,0.1,0.1,0.3,0.1,0.1
54,80,66,-9,-9,-9,Kadambari Union Total,25807,0.8,0.2,0.1,0.1,0.3,0.1,0.1
54,80,76,-9,-9,-9,Khalia Union Total,34986,0.8,0.2,0.1,0.1,0.3,0.1,0.1
54,80,85,-9,-9,-9,Paik Para Union Total,19752,0.9,0.2,0.2,0.1,0.3,0.1,0.0
54,80,95,-9,-9,-9,Rajoir Union Total,24119,3.1,0.3,1.3,0.3,0.8,0.2,0.1
54,80,95,-9,-9,1,  Rajoir Union,2718,2.3,0.1,0.5,0.3,1.0,0.3,0.0
54,80,95,-9,-9,3,  Rajoir Union,21401,3.2,0.3,1.4,0.3,0.8,0.2,0.1
54,87,-9,-9,-9,-9,Shib Char Upazila Total,318220,1.3,0.2,0.2,0.1,0.4,0.2,0.1
54,87,-9,-9,-9,1,  Shib Char Upazila,286109,1.3,0.2,0.3,0.1,0.4,0.2,0.1
54,87,-9,-9,-9,2,  Shib Char Upazila,24154,1.0,0.2,0.1,0.1,0.4,0.2,0.1
54,87,-9,-9,-9,3,  Shib Char Upazila,7957,1.5,0.3,0.1,0.1,0.5,0.2,0.3
54,87,01,-9,-9,-9,Ward No-01 Total,3570,1.1,0.2,0.1,0.0,0.4,0.3,0.0
54,87,02,-9,-9,-9,Ward No-02 Total,1829,0.8,0.2,0.2,0.0,0.3,0.1,0.1
54,87,03,-9,-9,-9,Ward No-03 Total,2695,0.4,0.1,0.0,0.0,0.1,0.1,0.1
54,87,04,-9,-9,-9,Ward No-04 Total,5714,0.9,0.2,0.2,0.0,0.3,0.1,0.1
54,87,05,-9,-9,-9,Ward No-05 Total,2714,1.1,0.3,0.0,0.1,0.4,0.2,0.2
54,87,06,-9,-9,-9,Ward No-06 Total,2068,1.1,0.2,0.1,0.1,0.5,0.1,0.0
54,87,07,-9,-9,-9,Ward No-07 Total,2130,0.8,0.3,0.0,0.1,0.4,0.0,0.0
54,87,08,-9,-9,-9,Ward No-08 Total,1721,1.7,0.3,0.2,0.3,0.5,0.1,0.2
54,87,09,-9,-9,-9,Ward No-09 Total,1713,1.1,0.0,0.2,0.1,0.4,0.3,0.1
54,87,11,-9,-9,-9,Bandarkhola Union Total,9129,1.7,0.3,0.7,0.1,0.3,0.2,0.1
54,87,13,-9,-9,-9,Banshkandi Union Total,19436,0.9,0.2,0.1,0.1,0.3,0.1,0.1
54,87,15,-9,-9,-9,Bayratala Dakshin Union Total,8995,2.3,0.3,0.6,0.3,0.7,0.2,0.1
54,87,18,-9,-9,-9,Bayratala Uttar Union Total,12243,1.4,0.3,0.1,0.1,0.5,0.2,0.1
54,87,18,-9,-9,1,  Bayratala Uttar Union,5184,1.2,0.3,0.1,0.1,0.4,0.2,0.1
54,87,18,-9,-9,3,  Bayratala Uttar Union,7059,1.6,0.3,0.2,0.1,0.6,0.2,0.2
54,87,21,-9,-9,-9,Bhadrasan Union Total,10339,1.1,0.3,0.2,0.1,0.3,0.1,0.0
54,87,26,-9,-9,-9,Bhandarikandi Union Total,10178,1.1,0.2,0.1,0.1,0.4,0.1,0.1
54,87,31,-9,-9,-9,Char Janajat Union Total,17234,1.1,0.3,0.2,0.1,0.3,0.1,0.1
54,87,36,-9,-9,-9,Datta Para Union Total,24343,1.8,0.3,0.4,0.2,0.6,0.2,0.1
54,87,42,-9,-9,-9,Ditiyakhanda Union Total,11152,1.6,0.2,0.2,0.1,0.6,0.2,0.4
54,87,42,-9,-9,1,  Ditiyakhanda Union,10254,1.7,0.2,0.2,0.1,0.7,0.2,0.3
54,87,42,-9,-9,3,  Ditiyakhanda Union,898,0.9,0.0,0.0,0.0,0.1,0.0,0.8
54,87,47,-9,-9,-9,Kadirpur Union Total,14920,1.2,0.2,0.1,0.1,0.5,0.3,0.1
54,87,52,-9,-9,-9,Kanthalbari Union Total,19612,1.3,0.1,0.4,0.1,0.3,0.1,0.1
54,87,58,-9,-9,-9,Kutubpur Union Total,17373,2.0,0.2,0.5,0.1,0.9,0.2,0.1
54,87,63,-9,-9,-9,Matbarer Char Union Total,26058,1.0,0.2,0.2,0.1,0.3,0.2,0.1
54,87,68,-9,-9,-9,Nilakhi Union Total,12770,1.4,0.2,0.2,0.2,0.5,0.2,0.2
