ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism
55,85,47,-9,-9,-9,  Gangarampur Union Total,21376,0.7,0.2,0.1,0.1,0.3,0.1,0.1
55,85,59,-9,-9,-9,Shalikha Union Total,14533,1.2,0.1,0.2,0.1,0.4,0.2,0.2
55,85,59,-9,-9,1,  Shalikha Union,14256,1.2,0.1,0.2,0.1,0.4,0.2,0.2
55,85,59,-9,-9,3,  Shalikha Union,277,1.1,0.4,0.4,0.4,0.0,0.0,0.0
55,85,71,-9,-9,-9,  Shatakhali Union Total,28180,1.1,0.2,0.2,0.1,0.5,0.1,0.1
55,85,83,-9,-9,-9,  Talkhari Union Total,34920,1.0,0.2,0.1,0.1,0.4,0.2,0.1
55,95,-9,-9,-9,-9,Sreepur Upazila Total,166749,1.3,0.2,0.2,0.1,0.5,0.1,0.1
55,95,-9,-9,-9,1,  Sreepur Upazila,161855,1.3,0.2,0.2,0.1,0.5,0.1,0.1
55,95,-9,-9,-9,3,  Sreepur Upazila,4894,2.8,0.3,0.3,0.2,1.8,0.2,0.0
55,95,10,-9,-9,-9,  Amalsar Union Total,25579,0.9,0.2,0.1,0.0,0.3,0.1,0.2
55,95,21,-9,-9,-9,  Dariapur Union Total,16101,1.1,0.2,0.2,0.1,0.5,0.2,0.0
55,95,31,-9,-9,-9,  Gayeshpur Union Total,19340,1.8,0.3,0.2,0.1,0.8,0.2,0.2
55,95,42,-9,-9,-9,  Kadir Para Union Total,15301,1.7,0.2,0.2,0.1,0.8,0.2,0.2
55,95,52,-9,-9,-9,  Nakol Union Total,19594,1.3,0.2,0.3,0.1,0.5,0.2,0.1
55,95,63,-9,-9,-9,  Sabdalpur Union Total,20143,1.1,0.2,0.2,0.1,0.4,0.1,0.2
55,95,73,-9,-9,-9,  Sreekol Union Total,27120,1.0,0.2,0.1,0.1,0.3,0.1,0.2
55,95,84,-9,-9,-9,Sreepur Union Total,23571,2.0,0.3,0.4,0.1,1.0,0.2,0.1
55,95,84,-9,-9,1,  Sreepur Union,18677,1.8,0.2,0.4,0.1,0.7,0.2,0.1
55,95,84,-9,-9,3,  Sreepur Union,4894,2.8,0.3,0.3,0.2,1.8,0.2,0.0
50,-9,-9,-9,-9,-9,Kushtia Zila Total,1946838,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,-9,-9,-9,-9,1, Kushtia Zila,1711312,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,-9,-9,-9,-9,2, Kushtia Zila,187050,1.4,0.2,0.3,0.1,0.6,0.2,0.1
50,-9,-9,-9,-9,3, Kushtia Zila,48476,1.6,0.2,0.3,0.1,0.7,0.2,0.1
50,15,-9,-9,-9,-9,Bheramara Upazila Total,200084,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,15,-9,-9,-9,1,  Bheramara Upazila,169337,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,15,-9,-9,-9,2,  Bheramara Upazila,22124,1.0,0.1,0.1,0.1,0.4,0.2,0.1
50,15,-9,-9,-9,3,  Bheramara Upazila,8623,1.4,0.2,0.2,0.2,0.5,0.3,0.1
50,15,-9,-9,-9,-9,  Bheramara Paurashava,22124,1.0,0.1,0.1,0.1,0.4,0.2,0.1
50,15,01,-9,-9,-9,  Ward No-01 Total,2280,1.1,0.1,0.3,0.1,0.3,0.2,0.0
50,15,02,-9,-9,-9,  Ward No-02 Total,2608,1.2,0.2,0.1,0.1,0.4,0.2,0.2
50,15,03,-9,-9,-9,  Ward No-03 Total,2922,1.2,0.2,0.0,0.1,0.3,0.5,0.0
50,15,04,-9,-9,-9,  Ward No-04 Total,1949,0.8,0.2,0.2,0.0,0.3,0.2,0.0
50,15,05,-9,-9,-9,  Ward No-05 Total,2249,0.8,0.1,0.1,0.0,0.2,0.1,0.1
50,15,06,-9,-9,-9,  Ward No-06 Total,1889,1.1,0.0,0.0,0.0,0.4,0.5,0.2
50,15,07,-9,-9,-9,  Ward No-07 Total,2547,0.5,0.1,0.0,0.0,0.3,0.1,0.0
50,15,08,-9,-9,-9,  Ward No-08 Total,2408,1.0,0.2,0.1,0.2,0.3,0.2,0.0
50,15,09,-9,-9,-9,  Ward No-09 Total,3272,1.3,0.1,0.1,0.0,0.9,0.0,0.1
50,15,13,-9,-9,-9,  Bahadurpur Union Total,29023,1.2,0.2,0.2,0.1,0.5,0.2,0.1
50,15,27,-9,-9,-9,Bahir Char Union Total,24915,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,15,27,-9,-9,1,  Bahir Char Union,20378,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,15,27,-9,-9,3,  Bahir Char Union,4537,1.4,0.3,0.1,0.3,0.5,0.2,0.0
50,15,40,-9,-9,-9,Chandgram Union Total,17074,1.2,0.2,0.1,0.0,0.6,0.2,0.1
50,15,40,-9,-9,1,  Chandgram Union,12988,1.2,0.2,0.1,0.1,0.6,0.2,0.1
50,15,40,-9,-9,3,  Chandgram Union,4086,1.4,0.2,0.2,0.0,0.5,0.3,0.1
50,15,54,-9,-9,-9,  Dharampur Union Total,36820,1.5,0.2,0.3,0.1,0.6,0.2,0.1
50,15,67,-9,-9,-9,  Juniadaha Union Total,34693,1.3,0.2,0.2,0.1,0.6,0.2,0.0
50,15,81,-9,-9,-9,  Mokarimpur Union Total,35435,1.5,0.4,0.1,0.1,0.6,0.2,0.1
50,39,-9,-9,-9,-9,Daulatpur Upazila Total,456372,1.5,0.2,0.3,0.1,0.7,0.2,0.1
50,39,-9,-9,-9,1,  Daulatpur Upazila,436926,1.5,0.2,0.2,0.1,0.7,0.2,0.1
50,39,-9,-9,-9,3,  Daulatpur Upazila,19446,1.5,0.2,0.4,0.1,0.6,0.1,0.1
50,39,11,-9,-9,-9,  Adabaria Union Total,31235,1.9,0.3,0.4,0.1,0.8,0.2,0.1
50,39,13,-9,-9,-9,  Aria Union Total,28685,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,39,20,-9,-9,-9,  Boalia Union Total,28733,1.3,0.1,0.2,0.0,0.6,0.1,0.2
50,39,27,-9,-9,-9,  Chilmari Union Total,21094,1.3,0.2,0.2,0.1,0.5,0.2,0.1
50,39,33,-9,-9,-9,Daulatpur Union Total,36446,1.9,0.1,0.3,0.1,1.1,0.2,0.1
50,39,33,-9,-9,1,  Daulatpur Union,28808,2.0,0.1,0.3,0.1,1.2,0.2,0.1
50,39,33,-9,-9,3,  Daulatpur Union,7638,1.6,0.2,0.2,0.2,0.8,0.1,0.1
50,39,40,-9,-9,-9,  Hogalbaria Union Total,48263,1.2,0.2,0.2,0.1,0.5,0.2,0.1
50,39,47,-9,-9,-9,  Khalishakundi Union Total,31550,1.1,0.2,0.2,0.1,0.4,0.1,0.1
50,39,54,-9,-9,-9,  Maricha Union Total,23001,1.3,0.3,0.2,0.1,0.5,0.2,0.0
50,39,61,-9,-9,-9,Mathurapur Union Total,39675,2.1,0.2,0.6,0.2,0.8,0.2,0.1
50,39,61,-9,-9,1,  Mathurapur Union,27867,2.3,0.2,0.6,0.2,1.0,0.2,0.1
50,39,61,-9,-9,3,  Mathurapur Union,11808,1.5,0.2,0.5,0.1,0.5,0.2,0.0
50,39,67,-9,-9,-9,  Pearpur Union Total,37343,1.6,0.2,0.2,0.1,0.9,0.2,0.1
50,39,74,-9,-9,-9,  Philipnagar Union Total,32896,1.2,0.2,0.2,0.1,0.6,0.2,0.0
50,39,81,-9,-9,-9,  Prayagpur Union Total,39702,1.2,0.2,0.2,0.1,0.4,0.1,0.1
50,39,88,-9,-9,-9,  Ramkrishnapur Union Total,26168,1.9,0.2,0.4,0.3,0.6,0.2,0.1
50,39,94,-9,-9,-9,  Refayetpur Union Total,31581,1.4,0.2,0.2,0.1,0.8,0.1,0.0
50,63,-9,-9,-9,-9,Khoksa Upazila Total,129555,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,63,-9,-9,-9,1,  Khoksa Upazila,107361,1.3,0.2,0.2,0.1,0.6,0.2,0.0
50,63,-9,-9,-9,2,  Khoksa Upazila,17607,1.5,0.2,0.3,0.1,0.6,0.2,0.1
50,63,-9,-9,-9,3,  Khoksa Upazila,4587,1.1,0.1,0.3,0.1,0.3,0.3,0.0
50,63,-9,-9,-9,-9,  Khoksa Paurashava,17607,1.5,0.2,0.3,0.1,0.6,0.2,0.1
50,63,01,-9,-9,-9,  Ward No-01 Total,1975,1.5,0.1,0.3,0.1,0.8,0.2,0.1
50,63,02,-9,-9,-9,  Ward No-02 Total,2453,1.1,0.1,0.1,0.1,0.3,0.2,0.2
50,63,03,-9,-9,-9,  Ward No-03 Total,2016,1.1,0.1,0.2,0.0,0.5,0.1,0.0
50,63,04,-9,-9,-9,  Ward No-04 Total,1653,1.1,0.1,0.1,0.0,0.4,0.4,0.0
50,63,05,-9,-9,-9,  Ward No-05 Total,1802,1.6,0.2,0.2,0.1,0.8,0.2,0.1
50,63,06,-9,-9,-9,  Ward No-06 Total,1941,1.8,0.1,0.9,0.0,0.4,0.3,0.1
50,63,07,-9,-9,-9,  Ward No-07 Total,1501,2.1,0.1,0.5,0.0,0.8,0.1,0.6
50,63,08,-9,-9,-9,  Ward No-08 Total,2378,1.6,0.6,0.3,0.2,0.5,0.1,0.0
50,63,09,-9,-9,-9,  Ward No-09 Total,1888,1.8,0.2,0.4,0.3,0.6,0.3,0.0
50,63,17,-9,-9,-9,  Ambaria Union Total,12327,1.3,0.3,0.2,0.1,0.5,0.2,0.0
50,63,25,-9,-9,-9,  Betbaria Union Total,11073,1.6,0.2,0.2,0.0,0.7,0.3,0.1
50,63,31,-9,-9,-9,  Gopagram Union Total,14675,1.2,0.3,0.1,0.1,0.5,0.2,0.1
50,63,37,-9,-9,-9,  Janipur Union Total,10560,1.3,0.2,0.2,0.1,0.7,0.1,0.0
50,63,43,-9,-9,-9,  Jayanti Hajra Union Total,13272,1.2,0.3,0.2,0.1,0.4,0.2,0.0
50,63,47,-9,-9,-9,  Khoksa Union Total,6715,1.4,0.3,0.1,0.2,0.5,0.2,0.1
50,63,57,-9,-9,-9,  Osmanpur Union Total,14820,1.5,0.2,0.3,0.2,0.6,0.2,0.0
50,63,71,-9,-9,-9,Samaspur Union Total,13095,1.2,0.2,0.2,0.1,0.5,0.2,0.0
50,63,71,-9,-9,1,  Samaspur Union,8508,1.2,0.2,0.2,0.1,0.5,0.1,0.0
50,63,71,-9,-9,3,  Samaspur Union,4587,1.1,0.1,0.3,0.1,0.3,0.3,0.0
50,63,77,-9,-9,-9,  Shimulia Union Total,15411,1.3,0.2,0.1,0.1,0.6,0.2,0.0
50,71,-9,-9,-9,-9,Kumarkhali Upazila Total,328457,1.3,0.2,0.2,0.1,0.5,0.2,0.1
50,71,-9,-9,-9,1,  Kumarkhali Upazila,306543,1.3,0.2,0.2,0.1,0.5,0.2,0.1
50,71,-9,-9,-9,2,  Kumarkhali Upazila,21914,1.5,0.2,0.1,0.1,0.8,0.2,0.0
50,71,-9,-9,-9,-9,  Kumarkhali Paurashava,21914,1.5,0.2,0.1,0.1,0.8,0.2,0.0
50,71,01,-9,-9,-9,  Ward No-01 Total,2305,0.8,0.3,0.1,0.0,0.3,0.1,0.0
50,71,02,-9,-9,-9,  Ward No-02 Total,1994,0.4,0.0,0.1,0.1,0.2,0.1,0.0
50,71,03,-9,-9,-9,  Ward No-03 Total,2018,1.3,0.0,0.3,0.1,0.5,0.3,0.1
50,71,04,-9,-9,-9,  Ward No-04 Total,1766,4.0,0.2,0.4,0.2,2.8,0.3,0.1
50,71,05,-9,-9,-9,  Ward No-05 Total,2477,1.0,0.1,0.2,0.2,0.5,0.1,0.0
50,71,06,-9,-9,-9,  Ward No-06 Total,2903,0.7,0.1,0.1,0.1,0.1,0.3,0.0
50,71,07,-9,-9,-9,  Ward No-07 Total,2923,3.1,0.1,0.1,0.0,2.6,0.3,0.0
50,71,08,-9,-9,-9,  Ward No-08 Total,3013,1.2,0.4,0.1,0.0,0.4,0.3,0.0
50,71,09,-9,-9,-9,  Ward No-09 Total,2515,0.9,0.1,0.1,0.1,0.4,0.2,0.0
50,71,16,-9,-9,-9,  Bagulat Union Total,25254,1.4,0.2,0.4,0.1,0.5,0.2,0.0
50,71,17,-9,-9,-9,  Chandpur Union Total,28311,1.7,0.2,0.4,0.2,0.7,0.2,0.1
50,71,25,-9,-9,-9,  Chapra Union Total,35505,1.1,0.2,0.1,0.1,0.5,0.2,0.1
50,71,34,-9,-9,-9,  Jadu Boyra Union Total,26120,1.2,0.2,0.2,0.1,0.5,0.2,0.1
50,71,43,-9,-9,-9,  Jagannathpur Union Total,22582,1.1,0.2,0.2,0.1,0.4,0.1,0.1
50,71,51,-9,-9,-9,  Kaya Union Total,33552,1.2,0.2,0.1,0.1,0.6,0.2,0.0
50,71,69,-9,-9,-9,  Nandalalpur Union Total,33662,1.6,0.2,0.2,0.1,0.7,0.3,0.1
50,71,77,-9,-9,-9,  Panti Union Total,31192,1.3,0.2,0.3,0.1,0.5,0.2,0.1
50,71,86,-9,-9,-9,  Sadaki Union Total,23749,1.1,0.2,0.1,0.1,0.4,0.2,0.1
50,71,90,-9,-9,-9,  Sadipur Union Total,18732,1.2,0.3,0.2,0.1,0.4,0.2,0.1
50,71,94,-9,-9,-9,  Shelaidaha Union Total,27884,1.0,0.2,0.1,0.1,0.5,0.2,0.0
50,79,-9,-9,-9,-9,Kushtia Sadar Upazila Total,502255,1.4,0.2,0.3,0.1,0.6,0.2,0.1
50,79,-9,-9,-9,1,  Kushtia Sadar Upazila,393832,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,79,-9,-9,-9,2,  Kushtia Sadar Upazila,102988,1.5,0.2,0.4,0.1,0.5,0.2,0.1
50,79,-9,-9,-9,3,  Kushtia Sadar Upazila,5435,1.8,0.1,0.2,0.1,0.9,0.4,0.1
50,79,-9,-9,-9,-9,  Kushtia Paurashava,102988,1.5,0.2,0.4,0.1,0.5,0.2,0.1
50,79,01,-9,-9,-9,  Ward No-01 Total,7084,2.1,0.1,1.1,0.1,0.5,0.3,0.1
50,79,02,-9,-9,-9,  Ward No-02 Total,8740,1.2,0.2,0.2,0.1,0.5,0.2,0.1
50,79,03,-9,-9,-9,  Ward No-03 Total,9399,2.0,0.2,0.6,0.2,0.6,0.3,0.1
50,79,04,-9,-9,-9,  Ward No-04 Total,8542,0.9,0.2,0.1,0.0,0.2,0.3,0.1
50,79,05,-9,-9,-9,  Ward No-05 Total,16594,0.7,0.1,0.1,0.0,0.2,0.1,0.1
50,79,06,-9,-9,-9,  Ward No-06 Total,8272,3.5,0.2,1.6,0.5,0.8,0.4,0.1
50,79,07,-9,-9,-9,  Ward No-07 Total,8596,2.0,0.1,0.2,0.0,1.3,0.2,0.2
50,79,08,-9,-9,-9,  Ward No-08 Total,6715,1.1,0.1,0.1,0.0,0.7,0.2,0.0
50,79,09,-9,-9,-9,  Ward No-09 Total,6860,1.2,0.2,0.2,0.1,0.4,0.3,0.1
50,79,10,-9,-9,-9,  Ward No-10 Total,10100,1.5,0.1,0.2,0.1,0.7,0.3,0.1
50,79,11,-9,-9,-9,  Ward No-11 Total,4646,1.7,0.3,0.5,0.1,0.6,0.2,0.0
50,79,12,-9,-9,-9,  Ward No-12 Total,7440,1.2,0.3,0.2,0.1,0.4,0.1,0.0
50,79,16,-9,-9,-9,  Abdulpur Union Total,27737,1.1,0.2,0.2,0.1,0.4,0.2,0.1
50,79,17,-9,-9,-9,  Ailchara Union Total,21042,1.3,0.2,0.2,0.1,0.6,0.2,0.0
50,79,18,-9,-9,-9,  Alampur Union Total,27660,2.0,0.2,0.3,0.3,0.9,0.2,0.1
50,79,25,-9,-9,-9,  Barakhada Union Total,42255,1.3,0.2,0.2,0.1,0.5,0.3,0.1
50,79,31,-9,-9,-9,  Gosind Durgapur Union Total,20236,1.3,0.2,0.2,0.2,0.4,0.2,0.0
50,79,37,-9,-9,-9,  Harinarayanpur Union Total,26629,1.3,0.2,0.3,0.1,0.5,0.2,0.1
50,79,44,-9,-9,-9,  Hatas Haripur Union Total,29698,1.2,0.1,0.2,0.1,0.5,0.2,0.0
50,79,50,-9,-9,-9,Battail Union Total,45650,1.7,0.1,0.3,0.1,0.7,0.2,0.1
50,79,50,-9,-9,1,  Battail Union,40215,1.7,0.1,0.4,0.2,0.7,0.2,0.1
50,79,50,-9,-9,3,  Battail Union,5435,1.8,0.1,0.2,0.1,0.9,0.4,0.1
50,79,56,-9,-9,-9,  Jiarakhi Union Total,27135,1.3,0.1,0.1,0.1,0.7,0.2,0.1
50,79,63,-9,-9,-9,  Jhaudia Union Total,24025,1.2,0.2,0.2,0.1,0.5,0.2,0.0
50,79,75,-9,-9,-9,  Mazampur Union Total,43215,1.2,0.2,0.1,0.1,0.5,0.2,0.1
50,79,82,-9,-9,-9,  Manohardia Union Total,20813,1.4,0.2,0.1,0.1,0.7,0.2,0.1
50,79,88,-9,-9,-9,  Paitkabari Union Total,19484,1.5,0.2,0.3,0.1,0.5,0.3,0.1
50,79,94,-9,-9,-9,  Ujangram Union Total,23688,1.6,0.3,0.3,0.1,0.7,0.1,0.0
50,94,-9,-9,-9,-9,Mirpur Upazila Total,330115,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,94,-9,-9,-9,1,  Mirpur Upazila,297313,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,94,-9,-9,-9,2,  Mirpur Upazila,22417,1.2,0.1,0.1,0.1,0.5,0.2,0.1
50,94,-9,-9,-9,3,  Mirpur Upazila,10385,2.0,0.3,0.3,0.1,0.8,0.2,0.2
50,94,-9,-9,-9,-9,  Mirpur Paurashava,22417,1.2,0.1,0.1,0.1,0.5,0.2,0.1
50,94,01,-9,-9,-9,  Ward No-01 Total,3222,1.5,0.2,0.1,0.1,0.7,0.3,0.1
50,94,02,-9,-9,-9,  Ward No-02 Total,1839,0.7,0.2,0.1,0.0,0.3,0.1,0.0
50,94,03,-9,-9,-9,  Ward No-03 Total,2782,1.8,0.2,0.2,0.1,0.7,0.5,0.1
50,94,04,-9,-9,-9,  Ward No-04 Total,1781,1.0,0.3,0.1,0.0,0.4,0.2,0.1
50,94,05,-9,-9,-9,  Ward No-05 Total,1907,1.6,0.2,0.1,0.2,0.6,0.4,0.3
50,94,06,-9,-9,-9,  Ward No-06 Total,2258,0.7,0.0,0.1,0.0,0.3,0.2,0.0
50,94,07,-9,-9,-9,  Ward No-07 Total,2192,1.0,0.1,0.1,0.0,0.6,0.1,0.0
50,94,08,-9,-9,-9,  Ward No-08 Total,1666,1.6,0.2,0.1,0.2,0.9,0.2,0.1
50,94,09,-9,-9,-9,  Ward No-09 Total,4770,0.8,0.0,0.0,0.0,0.5,0.2,0.1
50,94,13,-9,-9,-9,  Ambaria Union Total,17234,1.2,0.2,0.0,0.1,0.7,0.2,0.1
50,94,14,-9,-9,-9,Amla Union Total,27879,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,94,14,-9,-9,1,  Amla Union,23583,1.3,0.2,0.2,0.1,0.6,0.2,0.1
50,94,14,-9,-9,3,  Amla Union,4296,1.4,0.2,0.1,0.1,0.6,0.2,0.1
50,94,21,-9,-9,-9,  Bahalbaria Union Total,26032,1.4,0.1,0.2,0.1,0.6,0.2,0.1
50,94,29,-9,-9,-9,  Barui Para Union Total,28104,1.7,0.2,0.2,0.1,0.8,0.2,0.1
50,94,36,-9,-9,-9,  Chhatian Union Total,26748,1.4,0.2,0.2,0.1,0.6,0.2,0.1
50,94,43,-9,-9,-9,  Chithulia Union Total,31155,1.3,0.2,0.2,0.1,0.6,0.2,0.0
50,94,58,-9,-9,-9,  Kursha Union Total,22384,0.9,0.2,0.1,0.0,0.4,0.2,0.1
50,94,65,-9,-9,-9,  Malihad Union Total,25675,0.7,0.1,0.1,0.1,0.4,0.1,0.0
50,94,73,-9,-9,-9,  Fulbaria Union Total,13972,1.3,0.2,0.2,0.1,0.6,0.2,0.0
50,94,80,-9,-9,-9,Poradaha Union Total,39222,1.6,0.2,0.2,0.1,0.6,0.3,0.1
50,94,80,-9,-9,1,  Poradaha Union,33133,1.5,0.2,0.2,0.1,0.6,0.3,0.1
50,94,80,-9,-9,3,  Poradaha Union,6089,2.4,0.4,0.4,0.1,1.0,0.2,0.2
50,94,87,-9,-9,-9,  Sardarpur Union Total,28965,1.3,0.2,0.2,0.1,0.5,0.2,0.1
50,94,94,-9,-9,-9,  Talbaria Union Total,20328,1.2,0.2,0.2,0.1,0.5,0.2,0.1
57,-9,-9,-9,-9,-9,Meherpur Zila Total,655392,1.7,0.2,0.3,0.2,0.8,0.2,0.1
57,-9,-9,-9,-9,1, Meherpur Zila,571999,1.8,0.2,0.3,0.2,0.8,0.2,0.1
57,-9,-9,-9,-9,2, Meherpur Zila,68633,1.5,0.2,0.2,0.1,0.7,0.2,0.1
57,-9,-9,-9,-9,3, Meherpur Zila,14760,1.8,0.3,0.3,0.2,0.8,0.2,0.0
57,47,-9,-9,-9,-9,Gangni Upazila Total,299607,1.7,0.2,0.3,0.1,0.8,0.2,0.1
57,47,-9,-9,-9,1,  Gangni Upazila,269368,1.7,0.2,0.3,0.1,0.8,0.2,0.1
57,47,-9,-9,-9,2,  Gangni Upazila,25500,1.5,0.1,0.3,0.1,0.7,0.2,0.1
57,47,-9,-9,-9,3,  Gangni Upazila,4739,2.0,0.2,0.4,0.2,1.1,0.2,0.0
57,47,-9,-9,-9,-9,  Gangni Paurashava,25500,1.5,0.1,0.3,0.1,0.7,0.2,0.1
57,47,01,-9,-9,-9,  Ward No-01 Total,2769,0.8,0.0,0.0,0.0,0.5,0.2,0.0
57,47,02,-9,-9,-9,  Ward No-02 Total,3102,0.5,0.1,0.0,0.0,0.1,0.2,0.0
57,47,03,-9,-9,-9,  Ward No-03 Total,3603,0.9,0.1,0.1,0.1,0.4,0.1,0.1
57,47,04,-9,-9,-9,  Ward No-04 Total,3096,1.5,0.1,0.2,0.1,0.8,0.3,0.0
57,47,05,-9,-9,-9,  Ward No-05 Total,2618,1.9,0.3,0.6,0.0,0.7,0.2,0.2
57,47,06,-9,-9,-9,  Ward No-06 Total,2301,1.7,0.2,0.3,0.3,0.6,0.3,0.1
57,47,07,-9,-9,-9,  Ward No-07 Total,3158,2.8,0.2,0.4,0.3,1.6,0.2,0.0
57,47,08,-9,-9,-9,  Ward No-08 Total,2526,2.3,0.2,1.0,0.3,0.8,0.1,0.0
57,47,09,-9,-9,-9,  Ward No-09 Total,2327,1.6,0.3,0.2,0.2,0.6,0.1,0.3
57,47,10,-9,-9,-9,Bamandi Union Total,26776,2.5,0.3,0.5,0.1,1.3,0.3,0.1
57,47,10,-9,-9,1,  Bamandi Union,24269,2.4,0.3,0.5,0.1,1.2,0.3,0.1
57,47,10,-9,-9,3,  Bamandi Union,2507,3.0,0.2,0.6,0.3,1.8,0.1,0.0
57,47,21,-9,-9,-9,  Dhankhola Union Total,41332,1.5,0.2,0.2,0.1,0.6,0.2,0.1
57,47,42,-9,-9,-9,  Kathuli Union Total,22379,1.4,0.2,0.3,0.2,0.5,0.1,0.1
57,47,52,-9,-9,-9,  Kazipur Union Total,39811,1.2,0.2,0.2,0.1,0.5,0.1,0.1
57,47,63,-9,-9,-9,  Matmura Union Total,44609,2.3,0.2,0.5,0.2,1.0,0.3,0.1
57,47,69,-9,-9,-9,Roypur Union Total,20665,1.6,0.2,0.3,0.2,0.7,0.2,0.0
57,47,69,-9,-9,1,  Roypur Union,18433,1.7,0.2,0.3,0.2,0.7,0.2,0.0
57,47,69,-9,-9,3,  Roypur Union,2232,1.0,0.2,0.1,0.1,0.4,0.2,0.0
57,47,73,-9,-9,-9,  Shaharbati Union Total,23139,1.6,0.3,0.3,0.1,0.7,0.2,0.1
57,47,84,-9,-9,-9,  Shola Taka Union Total,24533,2.1,0.2,0.4,0.2,1.2,0.2,0.0
57,47,94,-9,-9,-9,  Tentulbaria Union Total,30863,1.5,0.2,0.3,0.1,0.6,0.1,0.2
57,60,-9,-9,-9,-9,Mujib Nagar Upazila Total,99143,1.8,0.2,0.3,0.1,0.9,0.2,0.1
57,60,-9,-9,-9,1,  Mujib Nagar Upazila,89122,1.8,0.2,0.3,0.1,0.9,0.2,0.1
57,60,-9,-9,-9,3,  Mujib Nagar Upazila,10021,1.7,0.3,0.2,0.2,0.7,0.2,0.0
57,60,28,-9,-9,-9,Bagoan Union Total,39707,2.1,0.3,0.3,0.2,1.2,0.2,0.1
57,60,28,-9,-9,1,  Bagoan Union,29686,2.3,0.3,0.3,0.2,1.3,0.2,0.1
57,60,28,-9,-9,3,  Bagoan Union,10021,1.7,0.3,0.2,0.2,0.7,0.2,0.0
57,60,47,-9,-9,-9,  Dariapur Union Total,19629,1.5,0.2,0.4,0.1,0.6,0.2,0.1
57,60,76,-9,-9,-9,  Mahajanpur Union Total,19127,1.6,0.3,0.2,0.1,0.8,0.2,0.1
57,60,85,-9,-9,-9,  Monakhali Union Total,20680,1.6,0.2,0.2,0.1,0.8,0.2,0.1
57,87,-9,-9,-9,-9,Meherpur Sadar Upazila Total,256642,1.7,0.2,0.3,0.2,0.7,0.2,0.1
57,87,-9,-9,-9,1,  Meherpur Sadar Upazila,213509,1.8,0.2,0.3,0.2,0.7,0.2,0.1
57,87,-9,-9,-9,2,  Meherpur Sadar Upazila,43133,1.4,0.2,0.2,0.1,0.7,0.3,0.0
57,87,-9,-9,-9,-9,  Meherpur Paurashava,43133,1.4,0.2,0.2,0.1,0.7,0.3,0.0
57,87,01,-9,-9,-9,  Ward No-01 Total,6242,0.8,0.0,0.1,0.0,0.5,0.1,0.0
57,87,02,-9,-9,-9,  Ward No-02 Total,4132,1.6,0.1,0.1,0.1,0.7,0.5,0.1
57,87,03,-9,-9,-9,  Ward No-03 Total,3353,2.5,0.1,0.8,0.3,0.8,0.5,0.0
57,87,04,-9,-9,-9,  Ward No-04 Total,6150,1.5,0.3,0.2,0.0,0.7,0.3,0.0
57,87,05,-9,-9,-9,  Ward No-05 Total,3864,1.8,0.2,0.2,0.1,1.1,0.3,0.0
57,87,06,-9,-9,-9,  Ward No-06 Total,3515,1.4,0.1,0.2,0.1,0.7,0.3,0.0
57,87,07,-9,-9,-9,  Ward No-07 Total,6134,1.2,0.1,0.2,0.0,0.7,0.1,0.1
57,87,08,-9,-9,-9,  Ward No-08 Total,4114,1.3,0.3,0.2,0.1,0.4,0.3,0.0
57,87,09,-9,-9,-9,  Ward No-09 Total,5629,1.4,0.2,0.2,0.0,0.8,0.2,0.0
57,87,14,-9,-9,-9,  Amda Union Total,30600,1.2,0.2,0.1,0.2,0.5,0.2,0.1
57,87,19,-9,-9,-9,  Amjhupi Union Total,54586,1.5,0.2,0.3,0.1,0.6,0.2,0.0
57,87,38,-9,-9,-9,  Buripota Union Total,37458,2.3,0.2,0.5,0.3,0.9,0.3,0.1
57,87,57,-9,-9,-9,  Kutubpur Union Total,42511,2.4,0.2,0.5,0.3,1.1,0.2,0.1
57,87,95,-9,-9,-9,  Pirojpur Union Total,48354,1.5,0.2,0.2,0.1,0.6,0.2,0.1
87,-9,-9,-9,-9,-9,Satkhira Zila Total,1985959,1.7,0.2,0.3,0.2,0.7,0.2,0.1
87,-9,-9,-9,-9,1, Satkhira Zila,1788343,1.8,0.2,0.3,0.2,0.7,0.2,0.1
87,-9,-9,-9,-9,2, Satkhira Zila,140572,1.3,0.2,0.2,0.1,0.6,0.2,0.0
87,-9,-9,-9,-9,3, Satkhira Zila,57044,1.8,0.2,0.3,0.2,0.7,0.3,0.1
