   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	53932	21579	4204	8697	1599	2581	2443	4727	7170	45830	84.9774
Fakirhat	29703	12008	2786	3851	1251	1106	622	2660	3282	24284	81.7561
Sarankhola	21884	8065	1594	4762	952	641	1299	707	2006	18020	82.3433
Morralganj	63970	27839	3806	10572	2507	1647	2815	2835	5650	52021	81.3209
Kachua	19977	7931	1511	2782	748	1091	1113	1330	2443	16506	82.6250
Mollahat	26937	10508	1989	3391	1238	668	872	2215	3087	20881	77.5179
Rampal	33510	15132	2577	2889	1066	1054	1729	2624	4353	27071	80.7848
Chitalmari	27224	9996	2245	5112	503	1104	648	1574	2222	21182	77.8063
Mongla	26303	11327	2336	3211	1042	931	1664	1480	3144	21991	83.6064

 
