   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34424	13652	1394	4054	534	1324	1910	4293	6203	27161	78.9013
Kaharole	34208	13587	610	4047	332	1528	1764	5045	6809	26913	78.6746
Fulbari	36218	16023	2059	2071	371	1407	3116	3309	6425	28356	78.2926
Khanshama	41348	15976	623	5855	459	2576	2194	4941	7135	32624	78.9010
Dinajpur Sadar	99781	38115	7553	14895	1131	3351	7599	8103	15702	80747	80.9242
Hakimpur	20164	8127	1632	2161	436	799	1948	1067	3015	16170	80.1924
Birganj	67948	28029	1771	7839	626	4032	3244	8418	11662	53959	79.4122
Ghoraghat	25107	10308	1353	2560	812	1244	1763	1829	3592	19869	79.1373
Birol	55103	22704	1682	5267	1082	2858	2896	7338	10234	43827	79.5365
Chirir Bandar	64138	27860	1823	7006	574	2298	3866	7701	11567	51128	79.7156
Parbatipur	83142	29914	4388	12740	1451	2461	7731	8522	16253	67207	80.8340
Nawabganj	49974	20503	1690	6685	1135	2109	4556	3692	8248	40370	80.7820
Birampur	35414	14747	1855	2538	850	1402	4419	2519	6938	28330	79.9966

 
