   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	93086	32065	12078	12816	2495	2575	1990	10245	12235	74264	79.7800
Boalmari	55686	20043	4917	8222	3406	889	1379	4727	6106	43583	78.2656
Bhanga	53010	20100	4154	5154	3700	1455	1205	6932	8137	42700	80.5508
Char Bhadrashion	13362	4037	1983	1622	723	775	165	1306	1471	10611	79.4118
Nagarkanda	35749	14418	3858	4815	1374	1032	888	3067	3955	29452	82.3855
Sadarpur	34126	11346	3586	4263	1002	962	223	3383	3606	24765	72.5693
Alphadanga	22246	8231	1918	3953	992	350	643	1715	2358	17802	80.0234
Modhukhali	43761	17740	3179	5806	1107	1199	972	4632	5604	34635	79.1458
Saltha	33310	12593	3499	4956	1233	623	759	2307	3066	25970	77.9646

 
