   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Tala	63864	25267	2953	12026	1746	2384	1229	4661	5890	50266	78.7079
Satkhira Sadar	93392	31585	7444	17779	3616	3648	2701	6708	9409	73481	78.6802
Kolaroa	51566	17807	5080	9695	643	1219	2059	4682	6741	41185	79.8685
Debhata	26688	11948	2275	3378	315	957	640	2439	3079	21952	82.2542
Shyamnagar	73034	34265	2930	7912	1097	2613	3061	5501	8562	57379	78.5648
Kaliganj	65056	28823	4373	7618	914	1634	1526	8090	9616	52978	81.4345
Asasuni	56919	26606	2125	8204	1042	2576	1245	5269	6514	47067	82.6912

 
