   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16261	5693	1596	2206	245	1337	671	785	1456	12533	77.0740
Kawkhali	11097	3858	651	1800	381	827	162	656	818	8335	75.1104
Rangamati Sadar	19153	7235	1481	2726	1385	1400	522	835	1357	15584	81.3658
Baghaichhari	11557	5668	766	1286	490	333	31	544	575	9118	78.8959
Barkal	7050	2872	295	1118	286	111	193	274	467	5149	73.0355
Naniarchar	8868	3676	448	1053	314	666	375	537	912	7069	79.7136
Jurachhari	4191	2003	185	524	175	82	146	134	280	3249	77.5233
Kaptai	10839	3917	966	2038	292	521	96	810	906	8640	79.7122
Rajasthali	4658	1834	100	704	193	426	201	212	413	3670	78.7892
Belaichhari	4638	2036	91	686	157	232	31	235	266	3468	74.7736

 
