   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34234	13608	1802	4756	1292	1516	507	2061	2568	25542	74.6100
Pabna Sadar	132609	41352	10088	30471	5613	3936	5215	7529	12744	104204	78.5799
Chatmohor	72509	30241	4621	6912	3342	1711	1011	7204	8215	55042	75.9106
Ishwardi	71302	23684	8135	11869	2239	3115	919	5442	6361	55403	77.7019
Faridpur	28607	9960	1726	6597	1091	807	1020	1836	2856	23037	80.5292
Sujanagar	61104	20360	3159	10936	4813	2034	707	4869	5576	46878	76.7184
Santhia	90581	36539	4581	21143	3508	2457	1546	5328	6874	75102	82.9114
Bera	56071	24340	3263	9466	1995	1908	867	2846	3713	44685	79.6936
Bhangoora	29130	13067	2447	2608	1172	447	1044	1617	2661	22402	76.9035

 
