   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	91757	31976	11933	12432	2509	2055	1850	10004	11854	72759	79.2953
Boalmari	54152	20122	4760	8147	3431	811	1339	4666	6005	43276	79.9158
Bhanga	52662	20174	4195	5180	3644	1183	1190	6741	7931	42307	80.3369
Char Bhadrashion	13278	4082	1927	1570	722	696	163	1278	1441	10438	78.6112
Nagarkanda	36630	14777	3734	4942	1349	935	886	3106	3992	29729	81.1603
Sadarpur	33813	11285	3603	4170	969	807	216	3300	3516	24350	72.0137
Alphadanga	22148	8018	2128	4005	1055	268	639	1637	2276	17750	80.1427
Modhukhali	43293	17592	3146	5714	1135	1076	950	4515	5465	34128	78.8303
Saltha	33040	12595	3423	4921	1221	515	731	2246	2977	25652	77.6392

 
