   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	50606	18365	4220	7577	1457	328	474	3970	4444	36391	71.9104
Begumganj	100375	38588	6481	16638	3550	743	766	8264	9030	75030	74.7497
Companiganj	45082	15741	3140	6669	2091	590	834	2666	3500	31731	70.3851
Sudharam (Sadar)	84395	28414	8332	16664	1830	1481	1054	6536	7590	64311	76.2024
Hatiya	59871	20971	2527	15021	910	154	1868	1538	3406	42989	71.8027
Chatkhil	42520	15771	2162	5587	1634	803	281	3026	3307	29264	68.8241
Subarna Char	34165	10645	4036	5700	457	1055	859	2412	3271	25164	73.6543
Sonaimuri	57584	24155	4250	7692	1948	473	310	5003	5313	43831	76.1166
Kabirhat	28670	10355	1815	4058	745	273	202	2475	2677	19923	69.4908

 
