   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	59282	20150	589	10115	850	2148	4167	4039	8206	42058	70.9456
Pirganj	84346	40758	2959	9594	3249	1432	3369	3401	6770	64762	76.7814
Pirgachha	70489	30860	1380	12708	1934	1865	2127	4255	6382	55129	78.2094
Badarganj	60290	21740	1297	6305	905	1191	6694	5779	12473	43911	72.8330
Mithapukur	111699	52012	2993	13860	2092	2213	2647	4466	7113	80283	71.8744
Kaunia	47351	20073	1343	8265	586	1246	1873	2542	4415	35928	75.8759
Rangpur Sadar	118124	50923	7328	17830	890	2831	2592	5106	7698	87500	74.0747
Taraganj	28705	11780	631	3216	473	979	1525	2523	4048	21127	73.6004

 
