   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kutubdia	20394	7274	493	5139	337	117	36	343	379	13739	67.3679
Moheshkhali	42986	18644	791	3494	681	217	750	1656	2406	26233	61.0268
Coxs Bazar Sadar	66527	22201	4261	8718	2477	1181	1248	2350	3598	42436	63.7876
Ramu	34894	10972	1769	6935	2003	281	1030	1546	2576	24536	70.3158
Chakaria	66216	25607	2509	10833	1839	409	88	2900	2988	44185	66.7286
Ukhiya	13264	4856	516	1074	151	84	84	375	459	7140	53.8299
Teknaf	29238	8347	907	5169	397	406	215	616	831	16057	54.9183
Pekua	12483	4771	294	1636	320	34	47	703	750	7805	62.5250

 
