   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56461	21350	3220	12754	1924	632	1353	2871	4224	44104	78.1141
Rayganj	66329	31069	2425	12109	2206	540	1736	2239	3975	52324	78.8856
Tarash	44590	21156	1471	6584	1047	826	1758	1182	2940	34024	76.3041
Sirajganj Sadar	104911	41560	11286	19626	3016	1032	2037	2498	4535	81055	77.2607
Kamarkhand	27807	11470	1390	4959	1068	530	524	976	1500	20917	75.2221
Chouhali	17839	6400	1119	3642	913	474	307	506	813	13361	74.8977
Ullahpara	122040	50844	7448	24096	2659	1414	2816	4433	7249	93710	76.7863
Belkuchi	60374	27484	5676	8305	1794	340	999	1116	2115	45714	75.7180
Shazadpur	118908	43286	7486	28138	3221	607	1173	3555	4728	87466	73.5577

 
