   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	50327	18415	4261	7547	1431	316	472	3953	4425	36395	72.3170
Begumganj	99787	38023	6310	16220	3432	745	745	8178	8923	73653	73.8102
Companiganj	44820	15709	3039	6451	2090	565	801	2648	3449	31303	69.8416
Sudharam (Sadar)	84141	28467	8564	16843	1800	1528	1012	6406	7418	64620	76.7997
Hatiya	59812	20684	2395	15193	881	108	1788	1547	3335	42596	71.2165
Chatkhil	42214	15702	2135	5604	1597	778	271	2972	3243	29059	68.8374
Subarna Char	33072	10393	4012	5500	547	922	825	2337	3162	24536	74.1896
Sonaimuri	57331	23940	4194	7452	1939	464	312	4937	5249	43238	75.4182
Kabirhat	28529	10327	1743	3914	722	247	200	2407	2607	19560	68.5618

 
