   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	80189	29056	8893	8914	2644	1362	629	9708	10337	61206	76.3272
Boalmari	50907	17832	3686	8462	3520	242	1055	3613	4668	38410	75.4513
Bhanga	48128	18904	3644	5031	2635	169	830	4284	5114	35497	73.7554
Char Bhadrashion	12190	3478	1573	1433	676	224	111	1023	1134	8518	69.8769
Nagarkanda	67221	25251	7192	7705	3053	624	786	3910	4696	48521	72.1813
Sadarpur	32394	10534	3388	4194	1307	434	139	2564	2703	22560	69.6425
Alphadanga	22393	8692	1691	3052	968	19	531	1300	1831	16253	72.5807
Modhukhali	40348	16430	2573	4668	1468	220	739	3836	4575	29934	74.1896

 
