   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	88056	31046	7368	14492	1896	2853	1653	4071	5724	63379	71.9758
Uzirpur	45753	20051	2230	7065	1267	1725	782	3600	4382	36720	80.2570
Bakerganj	63091	22425	3770	9679	2532	656	1411	5202	6613	45675	72.3954
Babuganj	27332	10713	1168	4565	717	750	566	1454	2020	19933	72.9292
Mehendiganj	54647	18822	4392	9560	2144	1163	2464	2313	4777	40858	74.7671
Gournadi	35009	13790	1430	4801	971	1065	346	3475	3821	25878	73.9181
Muladi	32324	11656	2360	7215	1711	397	386	1605	1991	25330	78.3628
Hizla	22928	7457	1523	6144	1055	337	497	646	1143	17659	77.0194
Agailjhara	27885	11838	1423	2760	927	591	360	3338	3698	21237	76.1592
Banaripara	27805	12044	1273	3386	1340	884	369	1880	2249	21176	76.1590

 
