   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	57953	21262	3931	12977	2185	1163	1353	2997	4350	45868	79.1469
Rayganj	67531	30645	2929	13315	2230	666	1954	2460	4414	54199	80.2580
Tarash	45811	22086	1822	7223	1100	347	1993	1628	3621	36199	79.0181
Sirajganj Sadar	113704	44107	15138	24297	2823	624	2030	2821	4851	91840	80.7711
Kamarkhand	28436	11117	1716	5204	824	799	592	1094	1686	21346	75.0668
Chouhali	18946	6263	1661	3950	1014	503	317	602	919	14310	75.5305
Ullahpara	121917	52334	8342	24281	2343	1936	3102	4719	7821	97057	79.6091
Belkuchi	68116	28542	7761	9958	1629	404	991	1412	2403	50697	74.4274
Shazadpur	114437	37421	7413	30201	4215	1052	1494	4145	5639	85941	75.0990

 
