   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	48164	16840	1951	10600	1422	1422	418	4028	4446	36681	76.1585
Matlab (South)	43702	15808	2954	9126	838	1527	495	3014	3509	33762	77.2550
Hajiganj	63130	25183	2123	12659	1885	1855	658	4645	5303	49008	77.6303
Chandpur Sadar	73914	28191	3373	13733	2937	3502	1240	4915	6155	57891	78.3221
Kachua	80727	29318	4545	15576	2245	2086	1511	5918	7429	61199	75.8098
Faridganj	83382	32285	5307	13937	2519	3391	696	7024	7720	65159	78.1452
Hemchar	18923	8075	660	3220	455	576	252	1470	1722	14708	77.7255
Motlab (North)	57775	21841	3470	7833	1220	2474	297	5635	5932	42770	74.0286

 
