   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56601	21404	3310	12853	1973	719	1378	2889	4267	44526	78.6665
Rayganj	66452	31122	2460	12239	2207	563	1788	2261	4049	52640	79.2151
Tarash	44729	21290	1516	6642	1052	832	1783	1209	2992	34324	76.7377
Sirajganj Sadar	105027	42185	11882	20070	3036	1065	2060	2540	4600	82838	78.8731
Kamarkhand	27888	11442	1402	5028	1078	569	540	992	1532	21051	75.4841
Chouhali	16204	5745	1043	3383	842	436	310	439	749	12198	75.2777
Ullahpara	123491	51414	7541	24001	2681	1539	2900	4495	7395	94571	76.5813
Belkuchi	60625	27648	5730	8589	1803	349	1024	1150	2174	46293	76.3596
Shazadpur	119110	43464	7292	28390	3446	627	1246	3734	4980	88199	74.0484

 
