   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	68722	20862	6273	13624	2121	1688	2634	7192	9826	54394	79.1508
Jessore Sadar	148167	46506	12343	30416	5931	6932	5843	12038	17881	120009	80.9958
Sarsa	78842	25601	6313	18723	1361	2438	2144	5486	7630	62066	78.7220
Keshobpur	58949	19955	3050	13625	1325	2271	2827	4899	7726	47952	81.3449
Bagherpara	46868	17976	2869	6908	2162	3382	1431	4323	5754	39051	83.3212
Monirampur	95005	28648	4288	26207	2797	2951	6232	8022	14254	79145	83.3061
Abhaynagar	56006	17067	4468	11879	1426	1990	2344	5550	7894	44724	79.8557
Chowgachha	55057	17879	4477	10103	1619	1951	1999	5173	7172	43201	78.4660

 
