   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	43820	17474	5922	4902	366	1452	528	6142	6670	36786	83.9480
Poba (Sadar)	73610	18588	7594	15110	1047	3686	905	13490	14395	60420	82.0812
Mohanpur	42079	16319	3075	8034	628	1877	901	3871	4772	34705	82.4758
Puthiya	48580	17678	6035	6848	462	1381	358	7247	7605	40009	82.3569
Bagmara	87171	40507	6756	11995	1310	2599	2537	6512	9049	72216	82.8441
Charghat	48223	17881	5797	6958	926	1776	482	5868	6350	39688	82.3010
Boalia	101710	33324	27715	14610	584	1671	574	5623	6197	84101	82.6871
Tanore	44060	17734	2784	5051	499	2325	1269	6052	7321	35714	81.0576
Godagari	70289	21458	4788	11981	1557	1692	2239	12384	14623	56099	79.8119
Bagha	41733	13077	5316	8306	395	1228	310	4975	5285	33607	80.5286

 
