   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	20480	9524	1226	2020	215	527	225	2680	2905	16417	80.1611
Bahubal	35693	15747	2420	4311	1004	1436	1114	2609	3723	28641	80.2426
Madhabpur	64520	32171	3736	4863	1146	1876	2436	4444	6880	50672	78.5369
Lakhai	29337	12962	2086	3396	516	1255	475	2788	3263	23478	80.0286
Habiganj Sadar	63066	25609	4590	8889	3153	2474	2474	5939	8413	53128	84.2419
Baniachhong	57831	24092	4258	9225	1104	1623	1914	4513	6427	46729	80.8027
Chunarughat	62394	27481	4337	8396	1895	1117	3105	3697	6802	50028	80.1808
Nabiganj	60008	23846	2997	8019	2975	2355	3171	4009	7180	47372	78.9428

 
