   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	26685	10837	656	2695	677	388	1486	1639	3125	18378	68.8702
Kalmakanda	46811	22556	2154	3353	1126	492	1474	1659	3133	32814	70.0989
Modan	27238	12994	916	1848	760	295	1172	1260	2432	19245	70.6550
Purbadhala	58211	27744	1595	6369	1666	1193	1801	3758	5559	44126	75.8035
Kendua	55096	24321	1456	5364	2137	682	1721	4481	6202	40162	72.8946
Netrokona Sadar	65088	27546	3483	6619	1589	1258	3605	5424	9029	49524	76.0878
Durgapur	42845	16859	1178	4719	2028	936	1691	3645	5336	31056	72.4845
Barhatta	31677	14051	1381	3015	1482	404	1345	2006	3351	23684	74.7672
Mohonganj	34520	15071	1524	2687	1764	223	1250	1867	3117	24386	70.6431
Khaliajhuri	14686	5215	1174	1845	405	246	280	1049	1329	10214	69.5492

 
