   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	60723	26750	2691	6789	1762	1711	675	10324	10999	50702	83.4972
Mohadebpur	70222	35237	1898	5827	1257	1203	2415	9670	12085	57507	81.8931
Manda	90932	45829	1642	8270	2722	971	1855	12503	14358	73792	81.1508
Badalgachhi	47420	17674	1990	7477	938	420	1310	8950	10260	38759	81.7356
Rani Nagar	41314	19624	1963	3731	603	688	1603	4532	6135	32744	79.2564
Patnitola	54428	27391	2552	3227	1279	800	3208	5459	8667	43916	80.6864
Atrai	46365	20820	2677	2854	1770	526	2058	5772	7830	36477	78.6736
Dhamoirhat	41023	19408	1486	4313	879	123	2330	4003	6333	32542	79.3262
Niamatpur	56411	25384	2651	4327	1783	928	2483	7490	9973	45046	79.8532
Porsa	28084	13482	1431	2523	999	501	1692	1999	3691	22627	80.5690
Sapahar	36365	17316	1615	4166	258	513	2976	1735	4711	28579	78.5893

 
