   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	91952	33650	17360	12390	2115	3024	2808	3740	6548	75087	81.6589
Dumuria	64810	25030	3890	10360	1590	3046	3057	6487	9544	53460	82.4873
Khulna Sadar	75236	25856	12128	9803	2450	3759	3649	3067	6716	60712	80.6954
Dacope	30830	14741	1060	3468	272	969	659	2795	3454	23964	77.7295
Terokhada	25294	10060	2307	2553	1051	1445	935	1454	2389	19805	78.2992
Fultala	27693	9459	2988	4918	767	1090	1516	2243	3759	22981	82.9849
Batiaghata	37639	15101	2086	5277	1910	1235	1914	1826	3740	29349	77.9750
Paikgachha	57070	23385	1616	8021	1123	2989	1831	6009	7840	44974	78.8050
Rupsha	37124	14570	2382	4511	1274	1410	1876	2883	4759	28906	77.8634
Koyra	40172	20178	1381	3433	583	1390	1548	2811	4359	31324	77.9747

 
