   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	87222	31290	10459	11455	2655	1062	825	9519	10344	67265	77.1193
Boalmari	50433	18294	3811	8025	3359	205	1134	4209	5343	39037	77.4037
Bhanga	49619	19900	3911	5091	2917	321	956	5233	6189	38329	77.2466
Char Bhadrashion	12689	3901	1888	1595	676	375	120	1135	1255	9690	76.3654
Nagarkanda	66336	27500	6293	8822	2934	800	946	4504	5450	51799	78.0858
Sadarpur	32662	11076	3601	4219	1245	366	156	2876	3032	23539	72.0685
Alphadanga	21272	7646	1669	3660	1009	154	546	1437	1983	16121	75.7851
Modhukhali	41745	16844	2807	5230	1387	500	787	4005	4792	31560	75.6019

 
